date,Type,title,url,description
"April 4, 2022",Report,Space Threat Assessment 2022,https://www.csis.org/analysis/space-threat-assessment-2022,"The 2022 Space Threat Assessment covers the growing counterspace capabilities of China, Russia, India, Iran, North Korea, and others. It also analyzes several key events, including the 2021 Russian ASAT test, the supposed Chinese FOBS test, and Russian jamming in Ukraine."
"April 1, 2022",Transcript,Line of Advantage: Japan’s Grand Strategy in the Era of Shinzo Abe,https://www.csis.org/analysis/line-advantage-japans-grand-strategy-era-shinzo-abe,"This week, Andrew Schwartz guest hosts the Asia Chessboard to discuss Michael Green’s new book, “Line of Advantage: Japan’s Grand Strategy in the Era of Shinzo Abe.”"
"April 1, 2022",Commentary,Zelensky’s 1 Percent Solution for Tanks and Aircraft: A Bold but Unfortunately Unworkable Idea,https://www.csis.org/analysis/zelenskys-1-percent-solution-tanks-and-aircraft-bold-unfortunately-unworkable-idea,"Ukraine's president Volodymyr Zelensky has begged Europe for 1 percent of its tanks and planes. It is an innovative and heartfelt proposal, but logistical barriers make such an approach unworkable."
"April 1, 2022",Blog Post,The United States Should Welcome Talented Individuals Fleeing Russia ,https://www.csis.org/blogs/perspectives-innovation/united-states-should-welcome-talented-individuals-fleeing-russia,The accelerating brain drain from Russia over the past several weeks provides an opportunity for the U.S. to welcome these talented individuals and invite them to participate in America's innovation economy.
"April 1, 2022",Blog Post,The U.S. Should Strengthen STEM Education to Remain Globally Competitive,https://www.csis.org/blogs/perspectives-innovation/us-should-strengthen-stem-education-remain-globally-competitive,"America’s national security, which is tightly coupled with its economic competitiveness abroad, requires strong capability in STEM fields. The U.S. needs to reinvigorate its STEM education system if it is to compete successfully in the 21st century."
"April 1, 2022",Report,Multilateral Trade Arrangements and Climate Provisions,https://www.csis.org/analysis/multilateral-trade-arrangements-and-climate-provisions,"A new CSIS paper assesses sectoral standards bodies, evaluates environmental provisions in trade agreements, and explores opportunities for addressing climate concerns in newer trade arrangements, such as the green steel deal and Indo-Pacific Economic Framework."
"March 31, 2022",Newsletter,"The Evening: Ukraine Pushes Forward, Russia Repositions, Talking Heads, and More",https://www.csis.org/analysis/evening-ukraine-pushes-forward-russia-repositions-talking-heads-and-more,"This edition of CSIS's nightly newsletter covers Ukraine Pushes Forward, Russia Repositions, Talking Heads, and More."
"March 31, 2022",Commentary,Advancing the National Strategy on Gender Equity and Equality,https://www.csis.org/analysis/advancing-national-strategy-gender-equity-and-equality,The Biden administration is seeking to reinvigorate U.S. global leadership on gender equity and equality. It is time to assess what is necessary to propel this significant gender initiative to the next stage and deliver results.
"March 31, 2022",Blog Post,"The Latest on Southeast Asia: March 31, 2022",https://www.csis.org/blogs/latest-southeast-asia/latest-southeast-asia-march-31-2022,"Southeast Asian governments are beginning to respond to the economic aftereffects of Russia’s invasion of Ukraine, which have complicated regional plans for post-Covid recovery."
"March 31, 2022",Blog Post,"Spotlight - Myanmar: March 31, 2022",https://www.csis.org/blogs/latest-southeast-asia/spotlight-myanmar-march-31-2022,"Secretary of State Antony Blinken’s determination on March 21, 2022, that the “clearance operations” conducted by Myanmar’s military against the Rohingya in 2017 constituted acts of genocide was a long overdue and much welcomed decision."
"March 31, 2022",Blog Post,"Spotlight - Malaysia: March 31, 2022",https://www.csis.org/blogs/latest-southeast-asia/spotlight-malaysia-march-31-2022,"While many observers expect Malaysia’s next general election to be held in July or August, parties’ negotiations have intensified over the possible creation of a new political configuration for the opposition. The question is what alliance would be sustainable? And..."
"March 31, 2022",Commentary,UN Special Rapporteur’s Final Message on North Korea Urges Respect for Human Rights and Calls for Humanitarian Aid,https://www.csis.org/analysis/un-special-rapporteurs-final-message-north-korea-urges-respect-human-rights-and-calls,The UN special rapporteur on North Korea’s final report calls for sustained engagement with North Korea on human rights issues and for humanitarian aid to the North Korean people.
