date,Type,title,url,description
"April 15, 2022",Commentary,The War in Ukraine: Aftershocks in the Balkans,https://www.csis.org/analysis/war-ukraine-aftershocks-balkans,"As Russia’s war in Ukraine continues, Europe and the United States must act to deepen stability and security in the Western Balkans."
"April 15, 2022",Commentary,Designing New Battlegroups: Advice for NATO Planners,https://www.csis.org/analysis/designing-new-battlegroups-advice-nato-planners,"NATO’s response to Russia’s invasion of Ukraine now includes four new battlegroups added to its forward presence in eastern Europe. As NATO military planners develop these new forces, here are five principles that should guide their work."
"April 15, 2022",Critical Questions,"The Russia-Ukraine War and Global Food Security: A Seven-Week Assessment, and the Way Forward for Policymakers",https://www.csis.org/analysis/russia-ukraine-war-and-global-food-security-seven-week-assessment-and-way-forward,Russia’s war in Ukraine presents never-before-seen consequences for global agriculture and food security. Policymakers should consider responses that help food-importing countries withstand today’s supply and price shocks—and future shocks as well.
"April 15, 2022",Critical Questions,Will Finland and Sweden Join NATO?,https://www.csis.org/analysis/will-finland-and-sweden-join-nato,"One consequence of Russia’s invasion of Ukraine may be the exact thing Russian president Vladimir Putin, the war’s architect, did not want: the enlargement of NATO, starting with Finland and Sweden."
"April 14, 2022",Transcript,Dutch Foreign Minister Wopke Hoekstra on Transatlantic Security after Ukraine,https://www.csis.org/analysis/dutch-foreign-minister-wopke-hoekstra-transatlantic-security-after-ukraine,"CSIS hosted a conversation with Wopke Hoekstra, vice prime minister and minister of foreign affairs of the Netherlands, about the war in Ukraine and its implications for transatlantic security cooperation."
"April 14, 2022",Blog Post,"The Latest on Southeast Asia: April 14, 2022",https://www.csis.org/blogs/latest-southeast-asia/latest-southeast-asia-april-14-2022,"Since postponing the U.S.-ASEAN Special Summit, originally slated for late March, the Biden administration has been working to demonstrate continued commitment to the region."
"April 14, 2022",Commentary,How to Win the Battle in Eastern Ukraine,https://www.csis.org/analysis/how-win-battle-eastern-ukraine,Russian forces are preparing for a large battle in eastern Ukraine to defeat the Ukrainian army and use terrain as a bargaining chip at the negotiating table. Kyiv should transition from a defensive war and conduct localized counterattacks to limit Russia’s advance.
"April 14, 2022",Commentary,Surveillance Fears and Privacy Shield,https://www.csis.org/analysis/surveillance-fears-and-privacy-shield,The Snowden revelations routinely inspire Europeans to justify decisions to block data transfers to the United States. This commentary looks at U.S. surveillance in Europe and the future of partnership on digital governance across the Atlantic.
"April 14, 2022",Report,The Ukraine War: Preparing for the Longer-Term Outcome,https://www.csis.org/analysis/ukraine-war-preparing-longer-term-outcome,"The United States and NATO must begin to develop a new strategy to counter Russian confrontation when the momentum for military change is now, writes CSIS’s Emeritus Chair in Strategy."
"April 14, 2022",Commentary,Removing Patent Rights to Lower Drug Costs Is a Dangerous Precedent,https://www.csis.org/analysis/removing-patent-rights-lower-drug-costs-dangerous-precedent,The Biden administration is considering a seismic policy shift that could stop companies from developing lifesaving drugs and other high-tech products—for any market application.
"April 13, 2022",Newsletter,"The Evening: Increase Arms to Ukraine, Suspect Arrested, Barracuda, and More",https://www.csis.org/analysis/evening-increase-arms-ukraine-suspect-arrested-barracuda-and-more,"This edition of CSIS's nightly newsletter covers Increase Arms to Ukraine, Suspect Arrested, Barracuda, and More."
"April 13, 2022",Interactive,"Ukraine: The Human Price of War, Episode 3",https://www.youtube.com/watch?v=J0pLV1bI848&t=3s,"Russia's strategic failure to capture Kiev fuels the rise in terror and atrocities against civilians. Mariupol and Bucha have become symbols of Russia’s barbarity, as it has become clear that Putin and his commanders are committing war crimes."
