date,Type,title,url,description
"December 6, 2021",Commentary,A New Chapter in U.S.-China LNG Relations,https://www.csis.org/analysis/new-chapter-us-china-lng-relations,"After several false starts, and a few twists, the United States is now China’s second-largest LNG supplier, and several Chinese companies have signed up to buy U.S. LNG on a long-term basis."
"December 6, 2021",Report,Opportunities for U.S. Development Cooperation in Laos,https://www.csis.org/analysis/opportunities-us-development-cooperation-laos,"As Laos continues to recover from the Covid-19 pandemic, the United States has the opportunity to assist Laos with modernizing its economy, bridging healthcare gaps, identifying new areas of growth, and strengthening U.S.-Laos relations."
"December 6, 2021",Blog Post,Cybersecurity Legislation in the 117th Congress,https://www.csis.org/blogs/strategic-technologies-blog/cybersecurity-legislation-117th-congress,CSIS compiled a list of cybersecurity legislation from the 117th Congress.
"December 3, 2021",Report,"“Wars” of Influence: Expanding U.S. Unclassified Intelligence Reports on China, Russia, Iran, and North Korea and Investing in Other Major U.S. Official National Security Reports",https://www.csis.org/analysis/wars-influence-expanding-us-unclassified-intelligence-reports-china-russia-iran-and-north,"U.S. unclassified intelligence reporting is a powerful tool in the ""war"" of influence against U.S. competitors, writes CSIS’s Emeritus Chair in Strategy."
"December 3, 2021",Transcript,AUKUS and Changing Dynamics in the Indo-Pacific,https://www.csis.org/analysis/aukus-and-changing-dynamics-indo-pacific,"Mike unpacks recent developments in the U.S.-Australia alliance, including the AUKUS agreement, with Rory Medcalf, professor and head of the National Security College at Australia National University."
"December 2, 2021",Newsletter,"The Evening: Biden Omicron Plan, U.S.-South Korea Wartime Plan Update, You Should Be Dancing, and More",https://www.csis.org/analysis/evening-biden-omicron-plan-us-south-korea-wartime-plan-update-you-should-be-dancing-and,"This edition of CSIS's nightly newsletter covers the Biden Omicron Plan, U.S.-South Korea Wartime Plan Update, You Should Be Dancing, and More."
"December 2, 2021",Critical Questions,2021 Defense Acquisition Trends: Topline DoD Trends after a Half Decade of Growth,https://www.csis.org/analysis/2021-defense-acquisition-trends-topline-dod-trends-after-half-decade-growth,"Defense contract obligations grew by 8 percent in FY 2020, driven by spending on products manufactured by the Big Five defense contractors. On the cusp of a new National Security Strategy, this piece explores how a half-decade of growth has changed defense acquisition."
"December 2, 2021",Transcript,Launch of the U.N. Global Humanitarian Overview 2022,https://www.csis.org/analysis/launch-un-global-humanitarian-overview-2022,"CSIS, USAID, and OCHA co-host the DC launch of the Global Humanitarian Overview 2022."
"December 2, 2021",Commentary,Germany’s Offshore Wind Industrial Strategy,https://www.csis.org/analysis/germanys-offshore-wind-industrial-strategy,Germany has ambitious goals for offshore wind deployment to help meet climate and energy priorities. The country hopes to build 30 gigawatts by 2030 by offering more areas for development and allowing offshore green hydrogen production.
"December 1, 2021",Newsletter,"The Evening: First Omicron U.S. Case, Russia Expels U.S. Diplomats, Hanukkah Sessions, and More",https://www.csis.org/analysis/evening-first-omicron-us-case-russia-expels-us-diplomats-hanukkah-sessions-and-more,"This edition of CSIS's nightly newsletter covers the First Omicron U.S. Case, Russia Expels U.S. Diplomats, Hanukkah Sessions, and More."
"December 1, 2021",Blog Post,India must address the gambling regulation vacuum head-on,https://www.csis.org/blogs/new-perspectives-asia/india-must-address-gambling-regulation-vacuum-head,The Indian central and state governments must work together to liberalize the gambling sector.
"December 1, 2021",Report,Advancing U.S.-China Health Security Cooperation in an Era of Strategic Competition,https://www.csis.org/analysis/advancing-us-china-health-security-cooperation-era-strategic-competition,"Although the United States and China have entered a period of strategic competition, bilateral cooperation on health security is of paramount importance. This report lays out six concrete, actionable streams for collaboration. Time is of the essence."
