date,category,title,Tag1,Tag2,url,description
"Sep 7, 2021",Commentary and Analysis,Extremist communications: The future is corporate,National Security,Security & Defense,https://www.atlanticcouncil.org/commentary/article/extremist-communications-the-future-is-corporate/,"Digital platforms have enabled white supremacists such as The Base to build out networks in North America, Europe, and Australia, and provide extremist groups with a low- to zero-cost means to disseminate their messages."
"Aug 31, 2021",Research and Reports,Extreme heat: The economic and social consequences for the United States,Climate Change & Climate Action,Resilience,https://www.atlanticcouncil.org/in-depth-research-reports/issue-brief/addressing-instability-in-central-america-restrictions-on-civil-liberties-violence-and-climate-change/,A new report produced by the Atlantic Council’s Adrienne Arsht-Rockefeller Foundation Resilience Center with analysis conducted by Vivid Economics—quantifies the impacts of heat under current and future conditions.
"Sep 7, 2021",Commentary and Analysis,Does treating Syria as a State Sponsor of Terrorism advance or hold back US national security interests?,Middle East,National Security,https://www.atlanticcouncil.org/commentary/article/does-treating-syria-as-a-state-sponsor-of-terrorism-advance-or-hold-back-us-national-security-interests/,"In 1979, the United States designated Syria as a state sponsor of terrorism, putting it on its first-ever such list along with Libya, Iraq, and the former South Yemen."
"Sep 7, 2021",Commentary and Analysis,Combating domestic extremism means combating the insider threat in law enforcement,National Security,Nationalism,https://www.atlanticcouncil.org/commentary/article/combating-domestic-extremism-means-combating-the-insider-threat-in-law-enforcement/,"Dozens of law enforcement officers have been investigated or charged for their participation in events culminating in the January 6, 2021, insurrection at the US Capitol."
"Sep 7, 2021",Commentary and Analysis,Preparing for future concepts in terrorism: Non-kinetic acts and decentralization,National Security,Security & Defense,https://www.atlanticcouncil.org/commentary/article/preparing-for-future-concepts-in-terrorism-non-kinetic-acts-and-decentralization/,"Twenty years ago, on September 11, 2001, the world saw a coordinated attack on the United States that struck us as “unimaginable” at the time."
"Sep 7, 2021",Commentary and Analysis,Facing the future of bioterrorism,Security & Defense,Terrorism,https://www.atlanticcouncil.org/commentary/article/facing-the-future-of-bioterrorism/,"Biotechnology has developed at an astounding rate over the first twenty years of the twenty-first century. Emerging biotechnological tools have become cheaper and more accessible than ever before, and less expertise is necessary to use those tools effectively."
"Sep 7, 2021",Commentary and Analysis,OPINION: We are all responsible for 6/5,Security & Defense,Terrorism,https://www.atlanticcouncil.org/commentary/article/opinion-we-are-all-responsible-for-6-5/,"If there is any hope of preventing another 6/5, and defusing the smoldering rebellion behind it, we must first admit that we are all to blame."
"Sep 7, 2021",Commentary and Analysis,The global war on terrorism wrecked relations with Iran,Iran,Middle East,https://www.atlanticcouncil.org/commentary/article/the-global-war-on-terrorism-wrecked-relations-with-iran/,"The most fundamental strategic error of the George W. Bush administration following the September 11, 2001, attacks was launching a “Global War on Terrorism” that failed to distinguish properly between those responsible for the 9/11 attacks and other US adversaries."
"Sep 7, 2021",Commentary and Analysis,Counterterrorism and great-power competition,China,Middle East,https://www.atlanticcouncil.org/commentary/article/counterterrorism-and-great-power-competition/,"For nearly two decades after the attacks of September 11, 2001, counterterrorism was the United States’ top national security and foreign policy priority. That is no longer the case, as resources and policy maker bandwidth are increasingly shifting to challenges associated with peer and near-peer rivals such as China and Russia."
"Sep 7, 2021",Commentary and Analysis,An intellectual reckoning on counterterrorism,Security & Defense,Terrorism,https://www.atlanticcouncil.org/commentary/article/an-intellectual-reckoning-on-counterterrorism/,The time has come for the US counterterrorism community to undertake a difficult and probably painful review of whether the United States’ current practices and investments are sufficiently advancing its strategic interests and policy goals against terrorism.
"Aug 31, 2021",Research and Reports,"Trusted connectivity: A framework for a free, open, and connected world",China,Cybersecurity,https://www.atlanticcouncil.org/in-depth-research-reports/report/extreme-heat-the-economic-and-social-consequences-for-the-united-states/,"As democracies address the global demand for a free, open, and connected world while ensuring that local and global emissions targets are met, they need an organizing framework: the concept of “trusted connectivity.”"
"Aug 30, 2021",Research and Reports,Pitching Abraham’s tent: The human dimension of UAE-Israeli normalization,Economy & Business,Israel,https://www.atlanticcouncil.org/in-depth-research-reports/trusted-connectivity-a-framework-for-a-free-open-and-connected-world/,"In the past year, many have written on the normalization of relations between Israel and Arab states, focusing on economic interests and emphasizing shared security interests in the region. Case studies, however, indicate that relations between countries are improved when they encompass aspects related to the lives of citizens. Incorporating an element of cultural affinity […]"
"Aug 26, 2021",Research and Reports,Countering ransomware: Lessons from aircraft hijacking,Cybersecurity,Terrorism,https://www.atlanticcouncil.org/in-depth-research-reports/pitching-abrahams-tent-the-human-dimension-of-uae-israeli-normalization/,"Ransomware has plagued organizations for more than a decade, but the last three years have experienced a surge in both the number of incidents and the ransoms demanded. To more effectively counter ransomware, the US government should develop a strategy that draws on lessons learned from addressing a surge in aircraft hijackings through the late 1960s and early 1970s."
