date,Type,title,url,description
"January 13, 2022",Commentary,Safeguarding Critical Minerals for the Energy Transition,https://www.csis.org/analysis/safeguarding-critical-minerals-energy-transition,The United States needs a broader view of the challenges and opportunities involved with critical minerals—and a comprehensive strategy to deal with both.
"January 13, 2022",Commentary,Update on North Korean Human Rights on the First Anniversary of the Biden Inauguration,https://www.csis.org/analysis/update-north-korean-human-rights-first-anniversary-biden-inauguration,Ambassador Robert King provides an update on the status of North Korean human rights on the first anniversary of President Joe Biden’s inauguration.
"January 13, 2022",Blog Post,Why is South Korea Hesitant to Boycott the 2022 Beijing Winter Olympics?,https://www.csis.org/blogs/new-perspectives-asia/why-south-korea-hesitant-boycott-2022-beijing-winter-olympics,"South Korean President Moon Jae-in’s visit to Australia on December 12-15, 2021, revealed a vast discrepancy in Seoul and Canberra’s strategy against the intensifying U.S.-China competition"
"January 13, 2022",Newsletter,U.S.-India Insight: 2022: Expected Inflection Points in U.S.-India Ties,https://www.csis.org/analysis/us-india-insight-2022-expected-inflection-points-us-india-ties,"It is difficult to remember a quiet, calm year in U.S.-India relations. The relationship is replete with areas of congruence and conflict, so inflection points are common. This year will likely be no different."
"January 13, 2022",Blog Post,The Mirage of the Metaverse,https://www.csis.org/blogs/strategic-technologies-blog/mirage-metaverse,"With Facebook's rebranding as Meta and their substantial investment on developing the metaverse, companies around the world have been rushing to get a foothold on what's theorized to be the new Internet. But what exactly is the metaverse? Will it help with the problems..."
"January 12, 2022",Blog Post,The Legacy of Bayh-Dole's Success on U.S. Global Competitiveness Today,https://www.csis.org/blogs/perspectives-innovation/legacy-bayh-doles-success-us-global-competitiveness-today,"Widely considered to be one of the most important pieces of legislation for American innovators and inventors, the Patent and Trademark Law Amendments Act of 1980 -better known as the Bayh-Dole Act- played a key role in renewing American innovation policy in response to the..."
"January 12, 2022",Commentary,When Elephants Fight in Outer Space,https://www.csis.org/analysis/when-elephants-fight-outer-space,Failing to observe norms of behavior for outer space activities and debris mitigation weakens the prosperity and security of space for future generations.
"January 12, 2022",Commentary,Can the OSCE Help Resolve the Russia-Ukraine Crisis?,https://www.csis.org/analysis/can-osce-help-resolve-russia-ukraine-crisis,"As Russia makes demands for an uncontested sphere of influence in Eastern Europe, can the OSCE help protect the fundamental principles of European security and prevent a renewed invasion of Ukraine?"
"January 12, 2022",Commentary,Getting the Pandemic Completely Wrong,https://www.csis.org/analysis/getting-pandemic-completely-wrong,Dr. Jon Alterman discusses the Covid-19 pandemic’s surprising lack of impact on governments in the Middle East.
"January 12, 2022",Newsletter,Morocco's Sand Mafias,https://www.csis.org/analysis/moroccos-sand-mafias,"Unregulated sand mining in Morocco is fueling construction of new tourism developments, but it's also threatening the very coastline on which those developments rely."
"January 12, 2022",Report,A Stealth Industry: The Quiet Expansion of Chinese Private Security Companies,https://www.csis.org/analysis/stealth-industry-quiet-expansion-chinese-private-security-companies,"With estimates suggesting as many as 20 to 40 Chinese private security companies (PSCs) operating abroad in some 40 countries, PSCs are a well-positioned tool for the Chinese Communist Party (CCP) to project power abroad."
"January 11, 2022",Transcript,Fireside Chat with Dr. Anthony Fauci: Is the Pandemic in Transition?,https://www.csis.org/analysis/fireside-chat-dr-anthony-fauci-pandemic-transition,"Please join the CSIS Commission on Strengthening America’s Health Security for a fireside chat with Dr. Anthony Fauci on what Omicron might mean in the larger picture of the pandemic and the future, at home and abroad."
