date,Type,title,url,description
"May 20, 2022",Report,"Sanctions, SWIFT, and China’s Cross-Border Interbank Payments System",https://www.csis.org/analysis/sanctions-swift-and-chinas-cross-border-interbank-payments-system,"This paper investigates how far China has gone in creating alternatives to SWIFT, Western banks, and the dollar, explores whether Russia and other countries might be drawn toward this parallel international financial universe, and unpacks its economic and political implications."
"May 20, 2022",Commentary,One Key Challenge for Diplomacy on AI: China’s Military Does Not Want to Talk,https://www.csis.org/analysis/one-key-challenge-diplomacy-ai-chinas-military-does-not-want-talk,"While Chinese officials have been open about their willingness to engage in diplomatic talks on artificial intelligence (AI), in practice, China often refuses to put the topic on the agenda. This commentary observes the future of U.S.-China diplomacy on AI."
"May 19, 2022",Newsletter,"The Evening: Senate Approves Ukraine Aid, NATO Alliance, Deal, and More",https://www.csis.org/analysis/evening-senate-approves-ukraine-aid-nato-alliance-deal-and-more,"This edition of CSIS's nightly newsletter covers the Senate Approves Ukraine Aid, NATO Alliance, Deal, and More."
"May 19, 2022",Blog Post,Bridging Differences with Friends on China ,https://www.csis.org/blogs/trustee-china-hand/bridging-differences-friends-china,Trustee Chair in Chinese Business and Economics
"May 19, 2022",Report,The Challenge of European Political Will,https://www.csis.org/analysis/challenge-european-political-will,Russia’s illegal invasion of Ukraine has galvanized Europe and triggered a renewed focus on hard security and defense. This CSIS report analyzes whether European political will to conduct military missions and operations worldwide will be sustained in the coming years.
"May 19, 2022",Transcript,The View from Ukraine on War and Recovery,https://www.csis.org/analysis/view-ukraine-war-and-recovery,Please join CSIS and the Friedrich Ebert Stiftung for a conversation with Ukrainian member of parliament Halyna Yanchenko and editor-in-chief of Ukrainska Pravda Sevgil Musaieva.
"May 19, 2022",Commentary,Japan’s Human Rights Guidelines for Companies Provide an Opportunity for Global Leadership,https://www.csis.org/analysis/japans-human-rights-guidelines-companies-provide-opportunity-global-leadership,"Japan is set to release guidelines for companies in line with its National Action Plan on Business and Human Rights. If done well, the government will have an opportunity to show global leadership in responsible business practices, beginning with robust due diligence."
"May 19, 2022",Transcript,"Book Event: Pfizer CEO Albert Bourla's ""Moonshot: Inside Pfizer's Nine-Month Race to Make the Impossible Possible""",https://www.csis.org/analysis/book-event-pfizer-ceo-albert-bourlas-moonshot-inside-pfizers-nine-month-race-make,"Please join Dr. John Hamre, CSIS president and CEO, for a discussion with Albert Bourla, Pfizer chairman and CEO, on his new book “Moonshot: Inside Pfizer’s Nine-Month Race to Make the Impossible Possible.”"
"May 19, 2022",Commentary,Curtailing Russia: Diplomatic Expulsions and the War in Ukraine,https://www.csis.org/analysis/curtailing-russia-diplomatic-expulsions-and-war-ukraine,The United States and its European allies and partners have engaged in yet another unprecedented wave of diplomatic expulsions against Moscow to both express disapproval with Russia’s war of aggression in Ukraine and impede its malign activities in the West.
"May 19, 2022",Report,U.S. Defense Posture in the Middle East,https://www.csis.org/analysis/us-defense-posture-middle-east,"There are growing calls for a decrease in the United States' military presence in the Middle East. A new analysis from the CSIS Transnational Threats Project assesses posture options in the context of Chinese, Russian, Iranian, and other threats in the region."
"May 19, 2022",Congressional Testimony,The Ukraine Crisis: Implications for U.S. Policy in the Indo-Pacific,https://www.csis.org/analysis/ukraine-crisis-implications-us-policy-indo-pacific-0,"Bonny Lin, Director of the China Power Project and Senior Fellow for Asian Security testified before the House Foreign Affairs Asia, the Pacific, Central Asia, and Nonproliferation Subcommittee."
"May 19, 2022",Congressional Testimony,The Ukraine Crisis: Implications for U.S. Policy in the Indo-Pacific,https://www.csis.org/analysis/ukraine-crisis-implications-us-policy-indo-pacific,"Charles Edel, Australia Chair and Senior Adviser, testified before the House Foreign Affairs Asia, the Pacific, Central Asia, and Nonproliferation Subcommittee."
