date,Type,title,url,description
"October 8, 2021",Newsletter,"The Evening: Pfizer for Kids 5-11, CIA Mission Center on China, Madman Across the Water, and More",https://www.csis.org/analysis/evening-pfizer-kids-5-11-cia-mission-center-china-madman-across-water-and-more,"This edition of CSIS's nightly newsletter covers Pfizer for Kids 5-11, CIA Mission Center on China, Madman Across the Water, and More."
"October 7, 2021",Commentary,Could a Carbon Tax Save the Build Back Better Agenda?,https://www.csis.org/analysis/could-carbon-tax-save-build-back-better-agenda,"Congressional Democrats have high climate ambitions for their budget package. While the politics may not be easy, a carbon tax might help break an apparent political impasse."
"October 7, 2021",Critical Questions,The Basel Convention: From Hazardous Waste to Plastic Pollution,https://www.csis.org/analysis/basel-convention-hazardous-waste-plastic-pollution,"The Basel Convention was signed by 53 states and the EEC to help regulate the trade of hazardous waste and to mitigate the unwanted transport of toxic imports. What are the impacts of the convention, and what may come from the new plastic amendments?"
"October 7, 2021",Report,Chinese State Capitalism,https://www.csis.org/analysis/chinese-state-capitalism,"While the Party-state plays an outsized role in China’s economy, the contributions to this volume show there is no consensus on how to characterize China’s economic system, its effect on the global economy, or how the United States and others should respond."
"October 6, 2021",Transcript,U.S. EIA's International Energy Outlook 2021,https://www.csis.org/analysis/us-eias-international-energy-outlook-2021,"Join us for the launch of the IEO2021, a report on the long-term projections of world energy supply and demand by region and primary energy source; electricity generation by energy source; and energy-related carbon dioxide emissions."
"October 6, 2021",Transcript,Chinese Views on the Biden Administration’s China Trade Policy,https://www.csis.org/analysis/chinese-views-biden-administrations-china-trade-policy,Please join the Trustee Chair in Chinese Business & Economics for a discussion of the Chinese views on the Biden administration's China trade policy.
"October 5, 2021",Newsletter,"The Evening: Blinken in Paris, Crimes Against Humanity in Libya, Streetcar Uptown, and More",https://www.csis.org/analysis/evening-blinken-paris-crimes-against-humanity-libya-streetcar-uptown-and-more,"This edition of CSIS's nightly newsletter covers Blinken in Paris, Crimes Against Humanity in Libya, Streetcar Uptown, and More."
"October 5, 2021",Commentary,Security Challenges of Climate Change in Southeast Asia,https://www.csis.org/analysis/security-challenges-climate-change-southeast-asia,"A 1.5-degree Celsius increase in global warming poses an immediate threat to Southeast Asia's economic, political, and health security. Mitigating the effects of climate change is key to the United States' goal to secure a free, open, and prosperous Indo-Pacific."
"October 5, 2021",Critical Questions,OPEC Stays the Course despite Rising Oil Prices,https://www.csis.org/analysis/opec-stays-course-despite-rising-oil-prices,"The Organization of the Petroleum Exporting Countries (OPEC) and its allies in OPEC+ are sticking with their production plans despite the run-up in oil prices, ignoring market pressure for even greater volumes."
"October 5, 2021",Transcript,Competing Views of the United States ,https://www.csis.org/analysis/competing-views-united-states,Jon Alterman talks with Emile Hokayem about changing Middle Eastern views of the United States.
"October 5, 2021",Blog Post,First Takes: Our Initial Reactions to USTR Tai’s CSIS Speech on China Policy,https://www.csis.org/blogs/trustee-china-hand/first-takes-our-initial-reactions-ustr-tais-csis-speech-china-policy,The Trustee Chair in Chinese Business and Economics resident and non-resident experts provide their initial take on USTR Tai's CSIS speech on China policy.
"October 5, 2021",Transcript,The Future of Women and Girls in Afghanistan,https://www.csis.org/analysis/future-women-and-girls-afghanistan,"Please join the Center for Strategic and International Studies (CSIS) on Thursday, September 30 from 1:00 p.m. – 2:00 p.m. EDT for a discussion on the future of women and girls in Afghanistan in the wake of the Taliban’s ascendance in Kabul."
