date,url,title
"March 17, 2022",https://www.fcc.gov/document/fcc-announces-second-video-programming-accessibility-forum,FCC Announces Second Video Programming Accessibility Forum
"March 16, 2022",https://www.fcc.gov/document/fcc-revokes-pacific-networks-comnets-telecom-service-authority,FCC Revokes Pacific Networks' & ComNet's Telecom Service Authority
"March 16, 2022",https://www.fcc.gov/document/fcc-announces-final-group-connected-care-pilot-program-projects,FCC Announces Final Group of Connected Care Pilot Program Projects
"March 16, 2022",https://www.fcc.gov/document/fcc-seeks-input-resolving-disputes-over-costs-pole-replacements,FCC Seeks Input on Resolving Disputes Over Costs for Pole Replacements
"March 16, 2022",https://www.fcc.gov/document/fcc-seeks-input-how-combat-digital-discrimination,FCC Seeks Input on How to Combat Digital Discrimination
"March 15, 2022",https://www.fcc.gov/document/fcc-announces-rechartering-and-solicitation-members-wac,FCC Announces Rechartering and Solicitation of Members for the WAC
"March 15, 2022",https://www.fcc.gov/document/simington-speaks-national-religious-broadcasters,Simington Speaks With The National Religious Broadcasters
"March 15, 2022",https://www.fcc.gov/document/fccs-foreign-sponsorship-identification-rules-go-effect,FCC's Foreign Sponsorship Identification Rules Go Into Effect
"March 15, 2022",https://www.fcc.gov/document/deletion-items-march-16-2021-open-meeting,"Deletion Of Items From March 16, 2021 Open Meeting"
"March 14, 2022",https://www.fcc.gov/document/fcc-affirms-tv-station-fines-refusal-negotiate-good-faith,FCC affirms TV station fines for refusal to negotiate in good faith
"March 11, 2022",https://www.fcc.gov/document/fcc-sets-july-31-2022-purchase-deadline-c-19-telehealth-program,"FCC Sets July 31, 2022 Purchase Deadline for C-19 Telehealth Program"
"March 11, 2022",https://www.fcc.gov/document/wcb-implements-acp-lifeline-integrity-measures-protect-consumers,"WCB Implements ACP, Lifeline Integrity Measures to Protect Consumers"
"March 11, 2022",https://www.fcc.gov/document/inspector-general-advisory-providers-deceiving-lifeline-consumers,Inspector General Advisory on Providers Deceiving Lifeline Consumers
