date,Type,title,url,description
"November 19, 2021",Commentary,Lukashenko’s Failed Gambit,https://www.csis.org/analysis/lukashenkos-failed-gambit,"Belarusian leader Aleksandr Lukashenko sought to “instrumentalize” migrants against the European Union in retaliation for sanctions. What are the implications for Russia, Belarus, and the West?"
"November 18, 2021",Newsletter,"The Evening: Vaccine Pledge, Covid Origins, Achtung Baby, and More",https://www.csis.org/analysis/evening-vaccine-pledge-covid-origins-achtung-baby-and-more,"This edition of CSIS's nightly newsletter covers the Vaccine Pledge, Covid Origins, Achtung Baby, and More."
"November 18, 2021",Transcript,Suzanne Brennan Firstenberg on Her Memorial to America’s Pandemic Loss: ‘In America: Remember',https://www.csis.org/analysis/suzanne-brennan-firstenberg-her-memorial-americas-pandemic-loss-america-remember,"Suzanne Brennan Firstenberg created the largest participatory art installation on the Washington National Mall since the AIDS quilt of 1996, entitled ‘In America: Remember,’ composed of 700,000 white flags, in the shadow of the Washington Monument."
"November 18, 2021",Commentary,Bosnia Is a Test of Western Resolve,https://www.csis.org/analysis/bosnia-test-western-resolve,Bosnia and Herzegovina has slid into its greatest crisis since the end of the Bosnian War in 1995. What will the United States and its European partners do about it?
"November 18, 2021",Commentary,Look Skeptically at China’s CPTPP Application,https://www.csis.org/analysis/look-skeptically-chinas-cptpp-application,A new commentary from the Economics Program explores how broken economic promises from China should cast doubt over the country’s proposed application to join the CPTPP.
"November 18, 2021",Report,Enhancing Democratic Partnership in the Indo-Pacific Region,https://www.csis.org/analysis/enhancing-democratic-partnership-indo-pacific-region,Democratic governance is a critical element of the U.S. strategy to ensure a free and open Indo-Pacific region. This report catalogues regional efforts to support democracy and recommends ways the United States can partner with like-minded countries in the region.
"November 18, 2021",Report,Pulling Back the Curtain on China’s Maritime Militia,https://www.csis.org/analysis/pulling-back-curtain-chinas-maritime-militia,"The CSIS Asia Maritime Transparency Initiative and the Center for Advanced Defense Studies present the most comprehensive study to date of the structure, subsidies, and ownership networks of China’s maritime militia in the South China Sea."
"November 18, 2021",Congressional Testimony,Vaccine Diplomacy in Latin America and the Caribbean: The Importance of U.S. Engagement,https://www.csis.org/analysis/vaccine-diplomacy-latin-america-and-caribbean-importance-us-engagement,"William A. Schreyer Chair, Daniel F. Runde, testified before the Senate Foreign Relations Western Hemisphere Subcommittee on the importance of U.S. engagement on vaccines in Latin America and the Caribbean."
"November 17, 2021",Commentary,Moscow’s Continuing Ukrainian Buildup,https://www.csis.org/analysis/moscows-continuing-ukrainian-buildup,"Russia is continuing to surge military equipment and personnel near its border with Ukraine, and recent satellite imagery reveals increased activity from Russia's 144th Guards Motorized Rifle Division and the 41st Combined Arms Army."
"November 17, 2021",Transcript,"COVAX Past, Present, and Future: A Conversation with Dr. Seth Berkley",https://www.csis.org/analysis/covax-past-present-and-future-conversation-dr-seth-berkley,"Please join the Global Health Policy Center for an important virtual conversation with Dr. Seth Berkley, CEO of Gavi, The Vaccine Alliance."
"November 17, 2021",Commentary,A Nuclear Iran Is Not Inevitable ,https://www.csis.org/analysis/nuclear-iran-not-inevitable,"A nuclear-armed Iran would pose a serious threat to the United States, and Washington must not treat that future as inevitable—instead, it must try to prevent the emergence of an Iranian bomb in the first place."
"November 17, 2021",Commentary,Spotlighting Sustainability: Urban Tourism in Sub-Saharan Africa,https://www.csis.org/analysis/spotlighting-sustainability-urban-tourism-sub-saharan-africa,"What is urban tourism? Judd Devermont and Marielle Harris sit down with Regis Musavengane, Pius Siakwah, and Llewellyn Leonard to discuss why African governments should develop policies that reflect this distinct subset of tourism."
