date,Type,title,url,description
"October 14, 2021",Blog Post,"The Latest on Southeast Asia: October 14, 2021",https://www.csis.org/blogs/latest-southeast-asia/latest-southeast-asia-october-14-2021,"On October 2, President Rodrigo Duterte of the Philippines announced his retirement from politics a week before the candidate filing deadline for the May 2022 elections, and the contours of what promises to be a closely-fought, multi-corner race are becoming..."
"October 14, 2021",Report,Do CPTPP-Style Digital Trade Rules Add New Value? ,https://www.csis.org/analysis/do-cptpp-style-digital-trade-rules-add-new-value,"In the penultimate paper of a five-part series, Kati Suominen analyzes the CPTPP's comprehensive e-commerce chapter and its value in terms of trade and digital trade. What are the preliminary impacts of CPTPP-style preferential trade agreements?"
"October 14, 2021",Transcript,What Next? Looking Beyond the Covid-19 Summit,https://www.csis.org/analysis/what-next-looking-beyond-covid-19-summit,"Please join the CSIS Commission on Strengthening America’s Health Security on Tuesday, October 12, from 5:00 p.m. to 6:00 p.m. EDT, for an important virtual event featuring Peter Sands, Executive Director of the Global Fund to Fight AIDS, Tuberculosis and Malaria."
"October 13, 2021",Newsletter,"The Evening: U.S. to Open Land Borders, Accelerating Inflation, Mick Taylor, and More",https://www.csis.org/analysis/evening-us-open-land-borders-accelerating-inflation-mick-taylor-and-more,"This edition of CSIS's nightly newsletter covers U.S. to Open Land Borders, Accelerating Inflation, Mick Taylor, and More."
"October 13, 2021",Commentary,What Is the Future for the French-German Engine?,https://www.csis.org/analysis/what-future-french-german-engine,"As Germany turns the page on the Merkel years, keeping the momentum in the French-German partnership will be paramount. Paris and Berlin have much work to do from transatlantic security to the stability of the Sahel and the strategic competition with Russia and China."
"October 13, 2021",Transcript,Twenty-First Century Warfare: A Conversation with Jim Taiclet,https://www.csis.org/analysis/twenty-first-century-warfare-conversation-jim-taiclet,"CSIS hosted an event with James D. Taiclet, chairman, president, and CEO of Lockheed Martin Corporation and Dr. John J. Hamre, CSIS president and CEO on the future of warfare."
"October 13, 2021",Report,Toward a T12: Putting Allied Technology Cooperation into Practice,https://www.csis.org/analysis/toward-t12-putting-allied-technology-cooperation-practice,"In a global environment experiencing rapid digitization, economic nationalism, and a multifaceted challenge from China to existing rules and norms, allied technology cooperation will require thoughtful prioritization and organization of efforts within and among countries."
"October 13, 2021",Commentary,New Tail for China’s ‘Wolf Warrior’ Diplomats,https://www.csis.org/analysis/new-tail-chinas-wolf-warrior-diplomats,How is Chinese president Xi Jinping using the Tao-te Ching to shape China's national strategy?
"October 13, 2021",Congressional Testimony,Violent Domestic Extremist Groups and the Recruitment of Veterans,https://www.csis.org/analysis/violent-domestic-extremist-groups-and-recruitment-veterans,"Seth G. Jones, senior vice president, Harold Brown Chair, and director of the International Security Program, testified before the House Veterans’ Affairs Committee on "" Violent Domestic Extremist Groups and the Recruitment of Veterans.”"
"October 12, 2021",Newsletter,"The Evening: Moderna Half-Dose Booster, U.S. Embassy in Colombia Havana Syndrome, Ronnie Wood, and More",https://www.csis.org/analysis/evening-moderna-half-dose-booster-us-embassy-colombia-havana-syndrome-ronnie-wood-and-more,"This edition of CSIS's nightly newsletter covers the Moderna Half-Dose Booster, U.S. Embassy in Colombia Havana Syndrome, Ronnie Wood, and More."
"October 12, 2021",Interactive,UPDATE: China Continues to Transform Ream Naval Base,https://amti.csis.org/changes-underway-at-cambodias-ream-naval-base/,"Over the course of August and September 2021, three new buildings have gone up and a new road has been cleared at Cambodia's Ream Naval Base, where concerns over possible Chinese military access linger amid Beijing-backed construction."
"October 12, 2021",Commentary,The Joint Expeditionary Force: Toward a Stronger and More Capable European Defense? ,https://www.csis.org/analysis/joint-expeditionary-force-toward-stronger-and-more-capable-european-defense,"Northern Europe’s Joint Expeditionary Force (JEF) just wrapped up a big exercise in Sweden. What is the JEF, what does it mean for transatlantic security and what role can the United States play in support?"
