date,Type,title,url,description
"September 30, 2021",Blog Post,Ilaria Mazzocco: An Interview with Our New Fellow,https://www.csis.org/blogs/trustee-china-hand/ilaria-mazzocco-interview-our-new-fellow,Trustee Chair in Chinese Business and Economics
"September 29, 2021",Newsletter,"The Evening: Afghan War, New Japan PM, Sultans of Swing, and More",https://www.csis.org/analysis/evening-afghan-war-new-japan-pm-sultans-swing-and-more,"This edition of CSIS's nightly newsletter covers the Afghan War, New Japan PM, Sultans of Swing, and More."
"September 29, 2021",Transcript,"Africa's Security Challenges: A View from Congress, the Pentagon, and USAID",https://www.csis.org/analysis/africas-security-challenges-view-congress-pentagon-and-usaid,"Join the CSIS Africa Program and representatives from Congress, the Office of the Secretary of Defense, and the U.S. Agency for International Development to discuss how Washington should approach security challenges in Sub-Saharan Africa."
"September 29, 2021",Commentary,Beijing Suffers Major Loss from Its Hostage Diplomacy,https://www.csis.org/analysis/beijing-suffers-major-loss-its-hostage-diplomacy,"China’s scheme to force Huawei CFO Meng Wanzhou’s release by taking hostages backfired in ways big and small. China showed its teeth, but instead of cowering in fear, Canada and the United States held firm."
"September 29, 2021",Report,Facial Recognition Technology: Responsible Use Principles and the Legislative Landscape,https://www.csis.org/analysis/facial-recognition-technology-responsible-use-principles-and-legislative-landscape,"The rapid development of facial recognition technology requires an exploration of how to use it responsibly, complemented in this report by an overview of the current U.S. legislative landscape."
"September 29, 2021",Critical Questions,Japan’s Ruling Party Elects a New Leader,https://www.csis.org/analysis/japans-ruling-party-elects-new-leader,"Japan’s Liberal Democratic Party elected Fumio Kishida as its new leader and presumptive prime minister ahead of a general election later this fall. The CSIS Japan Chair outlines his policy platform, the political calendar, and the implications for U.S.-Japan relations."
"September 29, 2021",Newsletter,What is the Significance of North Korea’s Rail-mobile Ballistic Missile Launcher? ,https://www.csis.org/analysis/what-significance-north-koreas-rail-mobile-ballistic-missile-launcher,"While North Korea’s public demonstration of a rail-mobile missile launch platform earlier this month may have caught some by surprise, the country’s interest in developing such a capability reports back several decades."
"September 29, 2021",Report,Back to (Caring about) the Future,https://www.csis.org/analysis/back-caring-about-future,"U.S. lawmakers and their staff will need to improve their use of foresight to ensure long-term national prosperity and security. In response, CSIS’s International Security Program and Congressional Affairs team partnered to create the Congressional Foresight Initiative."
"September 29, 2021",Critical Questions,U.S. Sanctions Squeeze Humanitarian Assistance in Afghanistan,https://www.csis.org/analysis/us-sanctions-squeeze-humanitarian-assistance-afghanistan,"As the humanitarian situation in Afghanistan deteriorates, the U.S. government should work with all stakeholders to establish a safe payment channel for humanitarian and organizations and financial institutions to move urgently needed funds into Afghanistan."
"September 28, 2021",Newsletter,"The Evening: Pfizer for Kids, DoD Warned on Afghanistan, Peace Train, and More",https://www.csis.org/analysis/evening-pfizer-kids-dod-warned-afghanistan-peace-train-and-more,"This edition of CSIS's nightly newsletter covers Pfizer for Kids, DoD Warned on Afghanistan, Peace Train, and More."
"September 28, 2021",Commentary,Intellectual Property versus Big Tech Platforms: The IP-Antitrust Paradox,https://www.csis.org/analysis/intellectual-property-versus-big-tech-platforms-ip-antitrust-paradox,"If policymakers are concerned with stemming Big Tech firms’ growing influence, they should end the attack on intellectual property, as it is the most effective tool for stopping Big Tech’s increasing economic, social, and political concentration of power."
"September 28, 2021",Commentary,Overcoming the Tragedy of TPP,https://www.csis.org/analysis/overcoming-tragedy-tpp,"China’s application to join the CPTPP shines a spotlight on the United States’ own tragic error in walking away from TPP and not replacing it with something equally powerful. In mid-November, when he is center stage at APEC, President Biden has a chance to open a new act."
