date,Type,title,url,description
"September 17, 2021",Report,Encouraging Small Business Procurement in Indian States,https://www.csis.org/analysis/encouraging-small-business-procurement-indian-states,This white paper draws on leading international examples and best practices from Indian states in promoting small business involvement in the government procurement process. It proposes policy interventions to help Indian states strengthen their procurement policy.
"September 17, 2021",Interactive,"By Air, Land, and Sea: China’s Maritime Power Projection Network",https://amti.csis.org/power-projection-network/,"China’s deployment of radar, missiles, and combat aircraft to its outposts in the South China Sea has greatly expanded its ability to project power in distant waters. See how these capabilities enable Chinese carrier operations in a new map from AMTI."
"September 16, 2021",Blog Post,Transparency with Chinese Characteristics: Xiaomi’s First Report,https://www.csis.org/blogs/trustee-china-hand/transparency-chinese-characteristics-xiaomis-first-report,"In June 2021, Chinese smartphone giant Xiaomi released the inaugural edition of its transparency report, meant to explain how the company responds to information requests from governments around the world."
"September 16, 2021",Blog Post,"In Southeast Asia, Privatized Vaccination Schemes Gain Traction",https://www.csis.org/blogs/new-perspectives-asia/southeast-asia-privatized-vaccination-schemes-gain-traction,"Across developing Southeast Asia, governments have turned to privatized vaccination schemes to supplement free vaccines given directly to citizens."
"September 16, 2021",Commentary,A New Partnership Agenda with the Hemisphere,https://www.csis.org/analysis/new-partnership-agenda-hemisphere,"The United States should turn its attention back to its shared neighborhood, where there are major opportunities to build ambitious partnerships with the Western Hemisphere, not merely for the Western Hemisphere."
"September 16, 2021",Blog Post,"The Latest on Southeast Asia: September 16, 2021",https://www.csis.org/blogs/latest-southeast-asia/latest-southeast-asia-september-16-2021,The United States and China avoided a showdown over who would represent Myanmar in the United Nations by brokering a deal this week to delay the decision until at least November.
"September 16, 2021",Commentary,U.S. Leadership and Vietnamese Resilience Both Require the CPTPP,https://www.csis.org/analysis/us-leadership-and-vietnamese-resilience-both-require-cptpp,"Vietnam heavily depends on China for capital and intermediate goods, creating vulnerabilities in the country’s entire production chain. Solving this challenge will require the United States to reengage with free trade in the Indo-Pacific."
"September 16, 2021",Commentary,The Seeds of Another Trade War over Clean Energy,https://www.csis.org/analysis/seeds-another-trade-war-over-clean-energy,The Biden administration needs to offer a more coherent theory for how to reconcile its push for domestic jobs and manufacturing with a trade system that prevents countries from favoring local producers over foreign ones.
"September 15, 2021",Critical Questions,U.S. Policy on Remittances to Cuba: What Are Some Viable Options?,https://www.csis.org/analysis/us-policy-remittances-cuba-what-are-some-viable-options,"Restrictive U.S. policies on remittances to Cuba, coupled with corruption in the country, have halted essential flows of remittances to Cuban citizens."
"September 15, 2021",Interactive,Strategic Cooperation in Development Finance,https://reconasia.csis.org/strategic-cooperation-in-development-finance/,"As the U.S. and its allies strengthen their DFIs, they must strike a balance between fostering their domestic competitiveness, advancing geopolitical goals, and promoting growth in developing countries."
"September 15, 2021",Report,Five Opportunities for the U.S.-Australia Alliance to Lead,https://www.csis.org/analysis/five-opportunities-us-australia-alliance-lead,"The U.S.-Australia alliance has demonstrated strength and utility. Now in its 70th year, leaders should leverage the alliance to prepare for today’s challenges and tomorrow’s threats."
"September 15, 2021",Commentary,What Does the Future Hold for U.S.-Ukraine Relations?,https://www.csis.org/analysis/what-does-future-hold-us-ukraine-relations,"Ukrainian president Volodymyr Zelensky’s White House visit yielded an expansive road map for cooperation with the United States. With officials reconvening this fall to draft an updated Charter on Strategic Partnership, what should be the focus of U.S.-Ukraine relations?"
