date,label,title,url
"Thursday, April 28, 2022",TechTank,How Russia benefits from ill-informed social media policies,https://www.brookings.edu/blog/techtank/2022/04/28/how-russia-benefits-from-ill-informed-social-media-policies/
"Friday, April 29, 2022",TechStream,How to tackle the data collection behind China’s AI ambitions,https://www.brookings.edu/techstream/how-to-tackle-the-data-collection-behind-chinas-ai-ambitions/
"Thursday, April 28, 2022",Future Development,How can better climate data empower people to act?,https://www.brookings.edu/blog/future-development/2022/04/28/how-can-better-climate-data-empower-people-to-act/
"Monday, May 2, 2022",U.S. Economy,Who has to leave the Federal Reserve next?,https://www.brookings.edu/opinions/who-has-to-leave-the-federal-reserve-next/
"Wednesday, April 27, 2022",Podcast Episode,"Introducing Recession Remedies, a podcast about lessons learned from the economic policy response to COVID-19",https://www.brookings.edu/podcast-episode/introducing-recession-remedies-a-podcast-about-lessons-learned-from-the-economic-policy-response-to-covid-19/
"Monday, May 2, 2022",TechTank,TechTank Podcast Episode 43: What should we do about computer chip shortages?,https://www.brookings.edu/blog/techtank/2022/05/02/techtank-podcast-episode-43-what-should-we-do-about-computer-chip-shortages/
"Monday, May 2, 2022",News Release,The USC-Brookings Schaeffer Initiative for Health Policy Welcomes Marta Wosińska as a New Visiting Fellow,https://www.brookings.edu/news-releases/the-usc-brookings-schaeffer-initiative-for-health-policy-welcomes-marta-wosinska-as-a-new-visiting-fellow/
"Friday, April 29, 2022",Interactive,Hutchins Center Fiscal Impact Measure,https://www.brookings.edu/interactives/hutchins-center-fiscal-impact-measure/
"Friday, April 29, 2022",Past Event,Defense spending in the states,
"Friday, April 29, 2022",Past Event,Breaking the cycle of poverty through innovative finance,
"Friday, April 29, 2022",Past Event,Profits and the pandemic: Building a more equitable model of capitalism,
"Tuesday, May 3, 2022",Coronavirus (COVID-19),Dismantling the ivory tower’s knowledge boundaries,https://www.brookings.edu/research/dismantling-the-ivory-towers-knowledge-boundaries-a-call-for-open-access-as-the-new-normal-in-the-social-sciences-post-covid/
