date,label,title,url
"Monday, November 15, 2021",The Avenue,How a Massachusetts town is investing in social infrastructure to rebuild its Main Street,https://www.brookings.edu/blog/the-avenue/2021/11/15/how-a-massachusetts-town-is-investing-in-social-infrastructure-to-rebuild-its-main-street/
"Monday, November 15, 2021",,"
					Nonresident Fellow - ",https://www.brookings.edu/program/economic-studies/
"Tuesday, November 16, 2021",Essay,"Private equity-owned air ambulances receive higher payments, generate larger and more frequent surprise bills",https://www.brookings.edu/essay/private-equity-owned-air-ambulances-receive-higher-payments/
"Tuesday, November 16, 2021",Africa in Focus,Commodity-linked bonds and Africa’s search for innovative financing,https://www.brookings.edu/blog/africa-in-focus/2021/11/16/commodity-linked-bonds-and-africas-search-for-innovative-financing/
"Tuesday, November 16, 2021",Technology & Innovation,How robotic process and intelligent automation are altering government performance,https://www.brookings.edu/research/how-robotic-process-and-intelligent-automation-are-altering-government-performance/
"Friday, November 12, 2021",FixGov,"Anger, betrayal, and humiliation: how veterans feel about the withdrawal from Afghanistan",https://www.brookings.edu/blog/fixgov/2021/11/12/anger-betrayal-and-humiliation-how-veterans-feel-about-the-withdrawal-from-afghanistan/
"Friday, November 12, 2021",Future Development,Greening the recovery from COVID-19 crisis in the Western Balkans,https://www.brookings.edu/blog/future-development/2021/11/12/greening-the-recovery-from-covid-19-crisis-in-the-western-balkans/
"Friday, November 12, 2021",,"
					Fellow - ",https://www.brookings.edu/program/governance-studies/
"Friday, November 12, 2021",Past Event,What are the implications of assessing 21st century skills across diverse cultural contexts?,
"Monday, November 15, 2021",TechTank,"TechTank Podcast Episode 32: In the U.S.A.’s tech-driven economy, is enough being done to protect consumer choice and privacy?",https://www.brookings.edu/blog/techtank/2021/11/15/techtank-podcast-episode-32-in-the-u-s-a-s-tech-driven-economy-is-enough-being-done-to-protect-consumer-choice-and-privacy/
"Monday, November 15, 2021",Upcoming Event,Kissinger in the Middle East,
"Monday, November 15, 2021",Report,States can improve housing well-being through thoughtfully designed policies,https://www.brookings.edu/research/states-can-improve-housing-well-being-through-thoughtfully-designed-policies/
"Monday, November 15, 2021",Africa in Focus,How the Biden administration can make AGOA more effective,https://www.brookings.edu/blog/africa-in-focus/2021/11/15/how-the-biden-administration-can-make-agoa-more-effective/
"Monday, November 15, 2021",China,China’s search for allies,https://www.foreignaffairs.com/articles/china/2021-11-15/chinas-search-allies
