date,label,title,url
"Tuesday, October 5, 2021",Report,Strategies for effective health care for Africa in the Fourth Industrial Revolution,https://www.brookings.edu/research/strategies-for-effective-health-care-for-africa-in-the-fourth-industrial-revolution/
"Tuesday, October 5, 2021",Future Development,Carbon border taxes: What are their implications for developing countries?,https://www.brookings.edu/blog/future-development/2021/10/05/carbon-border-taxes-what-are-their-implications-for-developing-countries/
"Tuesday, October 5, 2021",Energy Industry,Putting the trust back in the Black Lung Disability Trust Fund,https://www.brookings.edu/research/putting-the-trust-back-in-the-black-lung-disability-trust-fund/
"Tuesday, October 5, 2021",TechTank,Using digital health to improve health outcomes and equity,https://www.brookings.edu/blog/techtank/2021/10/05/using-digital-health-to-improve-health-outcomes-and-equity/
"Tuesday, October 5, 2021",Financial Regulation,Regulating stablecoins isn’t just about avoiding systemic risk,https://www.brookings.edu/research/regulating-stablecoins-isnt-just-about-avoiding-systemic-risk/
"Tuesday, October 5, 2021",FixGov,What if the Supreme Court reverses Roe v. Wade?,https://www.brookings.edu/blog/fixgov/2021/10/05/what-if-the-supreme-court-reverses-roe-v-wade/
"Tuesday, October 5, 2021",TechStream,Applying arms-control frameworks to autonomous weapons,https://www.brookings.edu/techstream/applying-arms-control-frameworks-to-autonomous-weapons/
"Tuesday, October 5, 2021",Upcoming Event,Forensic algorithms: The future of technology in the US legal system,
"Tuesday, October 5, 2021",Education Plus Development,Invest in programs that boost children’s learning and development,https://www.brookings.edu/blog/education-plus-development/2021/10/05/invest-in-programs-that-boost-childrens-learning-and-development/
"Tuesday, October 5, 2021",Past Event,NATO in a competitive world: A conversation with Secretary General Jens Stoltenberg,
"Tuesday, October 5, 2021",U.S. Politics & Government,Congress is struggling to raise the nation’s debt cap. Here’s what you need to know.,https://www.washingtonpost.com/politics/2021/10/05/congress-is-struggling-raise-nations-debt-cap-heres-what-you-need-know/
