date,Type,title,url,description
"April 14, 2022",Report,The Ukraine War: Preparing for the Longer-term Outcome,https://www.csis.org/analysis/ukraine-war-preparing-longer-term-outcome,"The United States and NATO must begin to develop a new strategy to counter Russian confrontation when the momentum for military change is now, writes CSIS’s Emeritus Chair in Strategy."
"April 14, 2022",Commentary,Removing Patent Rights to Lower Drug Costs Is a Dangerous Precedent,https://www.csis.org/analysis/removing-patent-rights-lower-drug-costs-dangerous-precedent,The Biden administration is considering a seismic policy shift that could stop companies from developing lifesaving drugs and other high-tech products—for any market application.
"April 13, 2022",Newsletter,"The Evening: Increase Arms to Ukraine, Suspect Arrested, Barracuda, and More",https://www.csis.org/analysis/evening-increase-arms-ukraine-suspect-arrested-barracuda-and-more,"This edition of CSIS's nightly newsletter covers Increase Arms to Ukraine, Suspect Arrested, Barracuda, and More."
"April 13, 2022",Interactive,"Ukraine: The Human Price of War, Episode 3",https://www.youtube.com/watch?v=J0pLV1bI848&t=3s,"Russia's strategic failure to capture Kiev fuels the rise in terror and atrocities against civilians. Mariupol and Bucha have become symbols of Russia’s barbarity, as it has become clear that Putin and his commanders are committing war crimes."
"April 13, 2022",Commentary,"History, Hun Sen, and Ukraine",https://www.csis.org/analysis/history-hun-sen-and-ukraine,"One might expect Cambodia to remain neutral on Russia’s invasion of Ukraine, given Phnom Penh’s historical ties to Moscow and Cambodian prime minister Hun Sen’s aversion to criticizing other countries’ human rights records. But Hun Sen is full of surprises."
"April 13, 2022",Transcript,"A Conversation with Dr. Stacey Dixon, Principal Deputy Director of National Intelligence",https://www.csis.org/analysis/conversation-dr-stacey-dixon-principal-deputy-director-national-intelligence,"Please join CSIS for a Smart Women, Smart Power conversation with Dr. Stacey A. Dixon, principal deputy director of national intelligence."
"April 13, 2022",Interactive,Recent and Future Developments of the Sohae Satellite Launching Station,https://beyondparallel.csis.org/recent-and-future-developments-of-the-sohae-satellite-launching-station%ef%bf%bc/,"While minor changes have taken place at Sohae Satellite Launching Station over the years, satellite imagery and other sources indicate that the roots of the recently announced modernization and expansion program likely date back to 2019."
"April 13, 2022",Commentary,The Ukraine War Isn’t a Sprint,https://www.csis.org/analysis/ukraine-war-isnt-sprint,CSIS’s Jon B. Alterman discusses Russia’s strategic patience in Syria and implications for the Russian war with Ukraine.
"April 13, 2022",Newsletter,Locals Be Dammed ,https://www.csis.org/analysis/locals-be-dammed,"Years after Iraq declared victory over the Islamic State group (ISG), locals in the territory it formerly controlled continue to complain of a campaign of retribution."
"April 12, 2022",Newsletter,"The Evening: NY Subway Attack, War Will Continue, Hall & Oates, and More",https://www.csis.org/analysis/evening-ny-subway-attack-war-will-continue-hall-oates-and-more,"This edition of CSIS's nightly newsletter covers the NY Subway Attack, War Will Continue, Hall & Oates, and More."
"April 12, 2022",Critical Questions,How Moves to Weaken Standard-Essential Patents (SEPs) Threaten U.S. National Security,https://www.csis.org/analysis/how-moves-weaken-standard-essential-patents-seps-threaten-us-national-security,"Though well-intentioned, the recent policy statement launched by the Department of Justice, United States Patent and Trademark Office, and National Institute of Standards and Technology has wide-reaching negative implications for U.S. national security and competitiveness."
"April 12, 2022",Transcript,U.S. in the Middle East: Part Six,https://www.csis.org/analysis/us-middle-east-part-six,"Jon explores how people and governments in the Middle East view the United States, and what they want from U.S. policy in the region."
