date,Type,title,url,description
"April 13, 2022",Commentary,The Ukraine War Isn’t a Sprint,https://www.csis.org/analysis/ukraine-war-isnt-sprint,CSIS’s Jon B. Alterman discusses Russia’s strategic patience in Syria and implications for the Russian war with Ukraine.
"April 13, 2022",Newsletter,Locals Be Dammed ,https://www.csis.org/analysis/locals-be-dammed,"Years after Iraq declared victory over the Islamic State group (ISG), locals in the territory it formerly controlled continue to complain of a campaign of retribution."
"April 12, 2022",Newsletter,"The Evening: NY Subway Attack, War Will Continue, Hall & Oates, and More",https://www.csis.org/analysis/evening-ny-subway-attack-war-will-continue-hall-oates-and-more,"This edition of CSIS's nightly newsletter covers the NY Subway Attack, War Will Continue, Hall & Oates, and More."
"April 12, 2022",Critical Questions,How Moves to Weaken Standard-Essential Patents (SEPs) Threaten U.S. National Security,https://www.csis.org/analysis/how-moves-weaken-standard-essential-patents-seps-threaten-us-national-security,"Though well-intentioned, the recent policy statement launched by the Department of Justice, United States Patent and Trademark Office, and National Institute of Standards and Technology has wide-reaching negative implications for U.S. national security and competitiveness."
"April 12, 2022",Transcript,U.S. in the Middle East: Part Six,https://www.csis.org/analysis/us-middle-east-part-six,"Jon explores how people and governments in the Middle East view the United States, and what they want from U.S. policy in the region."
"April 12, 2022",Commentary,Will the United States Run Out of Javelins Before Russia Runs Out of Tanks?,https://www.csis.org/analysis/will-united-states-run-out-javelins-russia-runs-out-tanks,"The United States has supplied Ukraine with thousands of Javelins, but U.S. inventory is dwindling. Will Javelins inflict enough Russian combat losses to produce a battlefield stalemate before Ukraine runs out of its most effective anti-tank weapons?"
"April 11, 2022",Newsletter,"The Evening: Russia Moves Troops, Tough Talk with Putin, In the City, and More",https://www.csis.org/analysis/evening-russia-moves-troops-tough-talk-putin-city-and-more,"This edition of CSIS's nightly newsletter covers the Russia Moves Troops, Tough Talk with Putin, In the City, and More."
"April 11, 2022",Blog Post,Lessons from Russia's Dysfunctional Pre-War Innovation Economy,https://www.csis.org/blogs/perspectives-innovation/lessons-russias-dysfunctional-pre-war-innovation-economy,"While Russia's invasion of Ukraine marked the death of Russia's market economy, what made its pre-invasion innovation ecosystem so impotent?"
"April 11, 2022",Commentary,Evaluating the Russia Sanctions,https://www.csis.org/analysis/evaluating-russia-sanctions,"This week, the Scholl Chair discusses the successes, failures, and unexpected results of the sanctions imposed on Russia by the United States and its allies."
"April 11, 2022",Blog Post,Notes from a CSIS Virtual Event: Artificial Intelligence Applications for Healthcare,https://www.csis.org/blogs/strategic-technologies-blog/notes-csis-virtual-event-artificial-intelligence-applications,On April 1 CSIS hosted a discussion on the applications of AI for healthcare featuring Wendy Nilsen and Caoimhe Vallely-Gilroy. This blog post provides an overview of the conversation.
"April 11, 2022",Report,Regional Perspectives on the Indo-Pacific Economic Framework,https://www.csis.org/analysis/regional-perspectives-indo-pacific-economic-framework,"Based on conversations with representatives from over a dozen regional governments, this brief summarizes Indo-Pacific perspectives on the IPEF and offers constructive suggestions for the U.S. government to bolster its chances of securing regional buy-in."
"April 11, 2022",Blog Post,ICT Investment in Latin America and the Caribbean Pt. II: Supporting Transparent Tech Growth,https://www.csis.org/blogs/strategic-technologies-blog/ict-investment-latin-america-and-caribbean-pt-ii-supporting,Growing competition for emerging technologies between Washington and Beijing has spread well beyond North America and East Asia. This blog examines how the competition is playing out in Latin America and looks at some of these ways that the U.S. can catalyze tech-driven...
