date,Type,title,url,description
"May 4, 2022",Report,Russia Futures: Three Trajectories,https://www.csis.org/analysis/russia-futures-three-trajectories,"The CSIS Europe, Russia, and Eurasia Program considers three scenarios of Russia’s future development and their implications for transatlantic security."
"May 4, 2022",Commentary,Can Russia Execute a Gas Pivot to Asia?,https://www.csis.org/analysis/can-russia-execute-gas-pivot-asia,"As Europe tries to diversify away from Russian gas, Russia is looking to Asia for new markets, but the shift will be neither immediate nor easy."
"May 3, 2022",Newsletter,"The Evening: Steel Plant Survivors, Cost to Rebuild Ukraine, Middle of the Road and More",https://www.csis.org/analysis/evening-steel-plant-survivors-cost-rebuild-ukraine-middle-road-and-more,"This edition of CSIS's nightly newsletter covers Steel Plant Survivors, Cost to Rebuild Ukraine, Middle of the Road and More."
"May 3, 2022",Transcript,Tim Lenderking: Hope in Yemen?,https://www.csis.org/analysis/tim-lenderking-hope-yemen,Jon speaks with U.S. Special Envoy to Yemen Tim Lenderking about the ceasefire in Yemen and where the country might go from here.
"May 3, 2022",Commentary,Deterrence First: Applying Lessons from Sanctions on Russia to China,https://www.csis.org/analysis/deterrence-first-applying-lessons-sanctions-russia-china,CSIS senior fellow Gerard DiPippo analyzes how lessons learned from the use of economic sanctions on Russia may apply to a potential future conflict with China over Taiwan.
"May 3, 2022",Commentary,"Destruction, Subversion, and the Long War ",https://www.csis.org/analysis/destruction-subversion-and-long-war,"As the war in Ukraine continues, CSIS's Cynthia Cook argues that both sides have increasingly moved to cost-imposing strategies, and the war will end when one side decides that its costs are too great to bear."
"May 2, 2022",Newsletter,"The Evening: Mariupol Evacuees, EU Energy, Petty at Jazz Fest and More",https://www.csis.org/analysis/evening-mariupol%C2%A0evacuees-eu-energy-petty-jazz-fest-and-more,"This edition of CSIS's nightly newsletter covers Mariupol Evacuees, EU Energy, Petty at Jazz Fest and More."
"May 2, 2022",Commentary,The Next Step in U.S. Aid to Ukraine: Operational Contractors,https://www.csis.org/analysis/next-step-us-aid-ukraine-operational-contractors,"The United States and NATO have ramped up their support to Ukraine by providing major weapon systems. However, the maintenance and training demands to make these systems effective will likely require the deployment of battlefield contractors to Ukraine."
"May 2, 2022",Commentary,China Tariffs: Digging Out of the Hole,https://www.csis.org/analysis/china-tariffs-digging-out-hole,"This week, the Scholl Chair seeks to answer the question of what to do about the China tariffs imposed by President Trump in 2018."
"May 2, 2022",Interactive,Sinpo South Shipyard Update,https://beyondparallel.csis.org/sinpo-south-shipyard-update-2/,"Satellite image collected on April 20 provides one of the most detailed and current views of the Sinpo Shipyard, which houses North Korea's experimental ballistic missile submarine and submersible test stand barge."
"May 2, 2022",Commentary,The Hour of Europe?,https://www.csis.org/analysis/hour-europe,"From defense to energy to enlargement, Europe must take bold actions in response to the war in Ukraine. With the reelection of President Emmanuel Macron and pro-EU governments across Europe, stars are aligning for major advances in the European project."
"May 2, 2022",Transcript,New “Knight” on the Board: The Impact of South Korea’s Presidential Election,https://www.csis.org/analysis/new-knight-board-impact-south-koreas-presidential-election,"This week, CSIS Korea Chair Victor Cha returns as a guest on the Asia Chessboard to analyze the most recent South Korean presidential election and how it has impacted the geopolitics of the Korean peninsula."
