date,category,title,Tag1,Tag2,url,description
"Aug 31, 2021",Research and Reports,Extreme heat: The economic and social consequences for the United States,Climate Change & Climate Action,Resilience,https://www.atlanticcouncil.org/in-depth-research-reports/issue-brief/addressing-instability-in-central-america-restrictions-on-civil-liberties-violence-and-climate-change/,A new report produced by the Atlantic Council’s Adrienne Arsht-Rockefeller Foundation Resilience Center with analysis conducted by Vivid Economics—quantifies the impacts of heat under current and future conditions.
"Sep 3, 2021",Commentary and Analysis,"Pakistan and the Taliban 2.0: The good, the bad, and the ugly",Afghanistan,Pakistan,https://www.atlanticcouncil.org/blogs/southasiasource/pakistan-and-the-taliban-2-0/,"The Taliban’s 11-day Blitzkrieg has left the entire world stunned. As the new government takes shape in Afghanistan, there are some good, some bad, and some ugly realities confronting the region, primarily Pakistan."
"Aug 31, 2021",Research and Reports,"Trusted connectivity: A framework for a free, open, and connected world",China,Cybersecurity,https://www.atlanticcouncil.org/in-depth-research-reports/report/extreme-heat-the-economic-and-social-consequences-for-the-united-states/,"As democracies address the global demand for a free, open, and connected world while ensuring that local and global emissions targets are met, they need an organizing framework: the concept of “trusted connectivity.”"
"Aug 30, 2021",Research and Reports,Pitching Abraham’s tent: The human dimension of UAE-Israeli normalization,Economy & Business,Israel,https://www.atlanticcouncil.org/in-depth-research-reports/trusted-connectivity-a-framework-for-a-free-open-and-connected-world/,"In the past year, many have written on the normalization of relations between Israel and Arab states, focusing on economic interests and emphasizing shared security interests in the region. Case studies, however, indicate that relations between countries are improved when they encompass aspects related to the lives of citizens. Incorporating an element of cultural affinity […]"
"Aug 26, 2021",Research and Reports,Countering ransomware: Lessons from aircraft hijacking,Cybersecurity,Terrorism,https://www.atlanticcouncil.org/in-depth-research-reports/pitching-abrahams-tent-the-human-dimension-of-uae-israeli-normalization/,"Ransomware has plagued organizations for more than a decade, but the last three years have experienced a surge in both the number of incidents and the ransoms demanded. To more effectively counter ransomware, the US government should develop a strategy that draws on lessons learned from addressing a surge in aircraft hijackings through the late 1960s and early 1970s."
"Sep 2, 2021",Commentary and Analysis,The US-Pakistan relationship in a new Afghanistan,Afghanistan,Conflict,https://www.atlanticcouncil.org/blogs/southasiasource/the-us-pakistan-relationship-in-a-new-afghanistan/,"Now that the American venture into Afghanistan is coming to be seen by some as a serious strategic failure, there is a strong temptation for US policymakers to find something, or someone, to blame."
"Aug 30, 2021",Commentary and Analysis,A moral consideration of the Taliban’s legitimacy,Afghanistan,Conflict,https://www.atlanticcouncil.org/blogs/southasiasource/a-moral-consideration-of-the-talibans-legitimacy/,"After the collapse of Ashraf Ghani’s government and the return of Taliban, the country faces multiple challenges including humanitarian crisis and Taliban legitimacy. The international community should use aid as a leverage to pressure Taliban to form an inclusive government and address humanitarian issues."
"Aug 27, 2021",Commentary and Analysis,What Afghanistan’s fall means for the future of NATO and Turkey,Afghanistan,Conflict,https://www.atlanticcouncil.org/blogs/turkeysource/what-afghanistans-fall-means-for-the-future-of-nato-and-turkey/,Former Turkish Ambassador Alper Coşkun joins the Atlantic Council IN TURKEY to discuss the implications of recent developments in Afghanistan to the NATO alliance  and the future of Turkey’s foreign policy and engagement with Afghanistan.
"Aug 25, 2021",Commentary and Analysis,The 5×5—Cyber capacity and conflict in Africa,Africa,Cybersecurity,https://www.atlanticcouncil.org/insight-impact/in-the-news/binnendijk-in-defense-news-heres-how-biden-could-mitigate-damage-done-by-the-afghan-withdrawal/,We brought together a panel of contributors with various perspectives on the region to break down the state of cybersecurity in Africa and explore where investments in cyber capacity could go the furthest.
"Aug 23, 2021",Commentary and Analysis,David Petraeus: ‘The Taliban are about to be acquainted with a very harsh reality—that they are broke’,,,https://www.atlanticcouncil.org/content-series/the-5x5/the-5x5-cyber-capacity-and-conflict-in-africa/,"General David Petraeus told the Atlantic Council that it is time to recognize a new reality and to move forward after Afghanistan. But, he says, the United States still has an opportunity to influence the Taliban."
"Aug 23, 2021",Commentary and Analysis,Event recap: “On the frontline: Protecting Afghanistan’s human rights defenders”,Afghanistan,Human Rights,https://www.atlanticcouncil.org/blogs/new-atlanticist/david-petraeus-the-taliban-are-about-to-be-acquainted-with-a-very-harsh-reality-that-they-are-broke/,"On August 5th, 2021, the Atlantic Council’s South Asia Center, held a discussion with some of Afghanistan’s leading human rights defenders (HRDs) and experts to explore what lies ahead for the activists who put their lives on the line to fight impunity, militancy, and violence."
