date,Type,title,url,description
"December 2, 2021",Commentary,Germany’s Offshore Wind Industrial Strategy,https://www.csis.org/analysis/germanys-offshore-wind-industrial-strategy,Germany has ambitious goals for offshore wind deployment to help meet climate and energy priorities. The country hopes to build 30 gigawatts by 2030 by offering more areas for development and allowing offshore green hydrogen production.
"December 1, 2021",Newsletter,"The Evening: First Omicron U.S. Case, Russia Expels U.S. Diplomats, Hanukkah Sessions, and More",https://www.csis.org/analysis/evening-first-omicron-us-case-russia-expels-us-diplomats-hanukkah-sessions-and-more,"This edition of CSIS's nightly newsletter covers the First Omicron U.S. Case, Russia Expels U.S. Diplomats, Hanukkah Sessions, and More."
"December 1, 2021",Blog Post,India must address the gambling regulation vacuum head-on,https://www.csis.org/blogs/new-perspectives-asia/india-must-address-gambling-regulation-vacuum-head,The Indian central and state governments must work together to liberalize the gambling sector.
"December 1, 2021",Report,Advancing U.S.-China Health Security Cooperation in an Era of Strategic Competition,https://www.csis.org/analysis/advancing-us-china-health-security-cooperation-era-strategic-competition,"Although the United States and China have entered a period of strategic competition, bilateral cooperation on health security is of paramount importance. This report lays out six concrete, actionable streams for collaboration. Time is of the essence."
"December 1, 2021",Commentary,The U.S. Solar Industry Strategy,https://www.csis.org/analysis/us-solar-industry-strategy,"The United States has no dedicated strategy for its solar industry; however, the Biden administration has made clean energy manufacturing a priority and is investing heavily in research & development."
"December 1, 2021",Report,Digitizing Export Controls: A Trade Compliance Technology Stack?,https://www.csis.org/analysis/digitizing-export-controls-trade-compliance-technology-stack,"The adoption of a new technology stack offers the private sector and government the opportunity to increase the number of sensitive exports, enhance short- and long-term security, and digitize the export control regime, although its adoption is not without risks."
"November 30, 2021",Newsletter,"The Evening: Omicron Updates, Fed on Inflation, Casino Queen, and More",https://www.csis.org/analysis/evening-omicron-updates-fed-inflation-casino-queen-and-more,"This edition of CSIS's nightly newsletter covers the Omicron Updates, Fed on Inflation, Casino Queen, and More."
"November 30, 2021",Commentary,Africa Reacts to Secretary Blinken’s Africa Tour,https://www.csis.org/analysis/africa-reacts-secretary-blinkens-africa-tour,"In the 11th edition of the Africa Reacts series, African analysts respond to Secretary of State Antony Blinken’s recent trip to Nigeria, Senegal, and Kenya."
"November 30, 2021",Newsletter,"Global Economics Monthly, November 2021",https://www.csis.org/analysis/global-economics-monthly-november-2021-1,"We are pleased to share the November 2021 issue of the Global Economics Monthly (GEM), the newsletter of the CSIS Economics Program. This month’s GEM features our latest commentaries, recent and upcoming events, and other updates from the team."
"November 30, 2021",Transcript,The Future of the Organization of American States,https://www.csis.org/analysis/future-organization-american-states,"Please join Ryan C. Berg, Senior Fellow of the CSIS Americas Program for an armchair discussion with the Secretary General of the Organization of American States, H.E. Luis Almagro."
"November 30, 2021",Report,U.S. Military Forces in FY 2022: Air Force,https://www.csis.org/analysis/us-military-forces-fy-2022-air-force,"The Air Force continues developing and procuring next-generation aircraft to meet the demands of great power conflict. Fielding new aircraft has slowed the increase in fleet age, but the Air Force is not buying enough new aircraft to sustain current force levels."
"November 30, 2021",Commentary,"U.S.-Japan Economic Dialogue: Two Steps Forward, More Needed",https://www.csis.org/analysis/us-japan-economic-dialogue-two-steps-forward-more-needed,"While new Commerce and USTR economic dialogues are important first steps, a broader coordinating mechanism with Japan on economic security led by the White House is still needed."
