date,Type,title,url,description
"October 26, 2021",Transcript,Moving Global Ambition into COP26 with Jonathan Pershing,https://www.csis.org/analysis/moving-global-ambition-cop26-jonathan-pershing,"This week, Jonathan Pershing, Deputy Special Envoy for Climate at the U.S. Department of State joins Joseph Majkut (CSIS) to look at what to expect from the upcoming COP26 meetings in Glasgow."
"October 26, 2021",Critical Questions,New National Intelligence Estimate on Climate Change Underplays the Role of Food Security,https://www.csis.org/analysis/new-national-intelligence-estimate-climate-change-underplays-role-food-security,"The newest National Intelligence Estimate from the U.S. intelligence community underplays the role of food insecurity in climate change, conflict, and political instability."
"October 26, 2021",Commentary,Pulling Afghanistan back from the Precipice—without Capitulation,https://www.csis.org/analysis/pulling-afghanistan-back-precipice-without-capitulation,"As Afghanistan faces a runaway health, economic, and humanitarian crisis, creative solutions to channel financing through trust funds and the United Nations to operational agencies could sustain health services and prevent suffering without capitulation to the Taliban."
"October 26, 2021",Congressional Testimony,"Transportation Cybersecurity: Protecting Planes, Trains, and Pipelines from Cyber Threats",https://www.csis.org/analysis/transportation-cybersecurity-protecting-planes-trains-and-pipelines-cyber-threats,"Suzanne Spaulding, senior adviser with the International Security Program, testifies before a joint subcommittee hearing of the House Homeland Security Cybersecurity and Transportation Security Subcommittees on protecting critical infrastructure from cyber threats."
"October 25, 2021",Newsletter,"The Evening: Sudan Coup, Moderna Safe for Kids, After Midnight, and More",https://www.csis.org/analysis/evening-sudan-coup-moderna-safe-kids-after-midnight-and-more,"This edition of CSIS's nightly newsletter covers Sudan Coup, Moderna Safe for Kids, After Midnight, and More."
"October 25, 2021",Transcript,"Nuclear Pieces on the Asia Chessboard: U.S., China, and Extended Deterrence",https://www.csis.org/analysis/nuclear-pieces-asia-chessboard-us-china-and-extended-deterrence,"This week, Mike discusses the nuclear pieces on the Asia Chessboard with Caitlin Talmadge, professor at Georgetown University, as they explore the multipolar nuclear deterrence environment in the Indo-Pacific region."
"October 25, 2021",Commentary,"Two Steps Forward, One Step Back",https://www.csis.org/analysis/two-steps-forward-one-step-back,"In this week’s column, the Scholl Chair discusses supply chain resiliency and what long-term consequences the Covid-19 pandemic could have on globalization."
"October 25, 2021",Transcript,Press Briefing: Previewing the G20 Rome Summit and COP26,https://www.csis.org/analysis/press-briefing-previewing-g20-rome-summit-and-cop26,The Center for Strategic and International Studies (CSIS) will host a press call to preview U.S. president Biden’s trips to Italy for the 2021 G20 Rome Summit and to Glasgow for the 2021 United Nations Climate Change Conference (COP26).
"October 25, 2021",Report,Tussle for the Amazon,https://www.csis.org/analysis/tussle-amazon,"In this report for FIU, Senior Fellow Ryan C. Berg analyzes the recent change in dynamics between Brazil's leading criminal groups, highlights features of Brazil's Amazonas state that allow these groups to thrive, and gives policy recommendations for the U.S. and Brazilian..."
"October 25, 2021",Blog Post,Digital Trade Agreements Present New Opportunities in Southeast Asia,https://www.csis.org/blogs/new-perspectives-asia/digital-trade-agreements-present-new-opportunities-southeast-asia,"Some parts of the Biden administration have been pushing, so far without success, a potential agreement on digital trade with key allies and partners in the Indo-Pacific, demonstrating a renewed commitment to engage with the region."
"October 22, 2021",Interactive,There and Back Again: Chinese Militia at Iroquois Reef and Union Banks,https://amti.csis.org/there-and-back-again-chinese-militia-at-iroquois-reef-and-union-banks/,"On September 30, the Philippines protested the presence of Chinese vessels at Iroquois Reef. Satellite imagery indicates that these ships likely came from and are headed back to Union Banks, where numbers are now approaching the levels seen in March."
"October 22, 2021",Transcript,A Discussion of U.S.-China Economic Competition,https://www.csis.org/analysis/discussion-us-china-economic-competition,"A a discussion on the risks and benefits of U.S.-China economic engagement, featuring keynote remarks from Congressman French Hill (AR-02), a senior member of the U.S. House Committee on Financial Services."
