date,Type,title,url,description
"February 25, 2022",Critical Questions,"Hedging, Hunger, and Hostilities: The Middle East after Russia’s Invasion of Ukraine",https://www.csis.org/analysis/hedging-hunger-and-hostilities-middle-east-after-russias-invasion-ukraine,"The effects of Russia’s invasion of Ukraine will ripple throughout the Middle East and North Africa, and the more serious impacts may be in the longer term rather than the shorter term."
"February 25, 2022",Commentary,Experts React: Ukraine’s Regional Displacement Crisis,https://www.csis.org/analysis/experts-react-ukraines-regional-displacement-crisis,"As many as 1.5 million people were displaced in Ukraine before the start of the Russian invasion. About 100,000 people are already moving within Ukraine due to the invasion, and this number is expected to rise significantly."
"February 24, 2022",Newsletter,"The Evening: Russia Invades, Eastern Europe Reckoning, Hey Pocky Way, and More",https://www.csis.org/analysis/evening-russia-invades-eastern-europe-reckoning-hey-pocky-way-and-more,"This edition of CSIS's nightly newsletter covers Russia Invades, Eastern Europe Reckoning, Hey Pocky Way, and More."
"February 24, 2022",Report,The Kremlin Playbook 3: Keeping the Faith,https://www.csis.org/analysis/kremlin-playbook-3-keeping-faith,"This study aims to expose a new front of Russian malign influence in Europe and Eurasia: the instrumentalization of values, traditions, and religious beliefs to exploit or sow divisions among Western societies."
"February 24, 2022",Critical Questions,Options for a Digital Dollar: Central Bank Digital Currency and Stablecoins ,https://www.csis.org/analysis/options-digital-dollar-central-bank-digital-currency-and-stablecoins,The CSIS Economics Program explains the options available to the United States in pursuing a central bank digital currency (CBDC) and dollar stablecoins.
"February 24, 2022",Transcript,A Beijinger in Washington,https://www.csis.org/analysis/beijinger-washington,The CSIS Trustee Chair in Chinese Business and Economics for a wide-ranging conversation with Professor Wang Jisi of Peking University on US-China relations.
"February 23, 2022",Newsletter,"The Evening: DoD Assessment of Russian Readiness, Ukraine State of Emergency, It’s Just That Simple, and More",https://www.csis.org/analysis/evening-dod-assessment-russian-readiness-ukraine-state-emergency-its-just-simple-and-more,"This edition of CSIS's nightly newsletter covers DoD Assessment of Russian Readiness, Ukraine State of Emergency, It’s Just That Simple, and More."
"February 23, 2022",Transcript,What’s Next for the China-Russia Relationship?,https://www.csis.org/analysis/whats-next-china-russia-relationship,Please join the CSIS China Power Project and Freeman Chair in China Studies on February 23rd for an in-depth discussion on the future of the bilateral relationship.
"February 23, 2022",Commentary,"Struggling to Survive: Gender, Displacement, and Migration in Taliban-Controlled Afghanistan",https://www.csis.org/analysis/struggling-survive-gender-displacement-and-migration-taliban-controlled-afghanistan,"Afghan women, already experiencing significant sociocultural barriers, are facing increasing restrictions to participating in civil life under the Taliban. The Taliban’s measures have compounded women’s insecurity and left them with limited recourse to migrate elsewhere."
"February 23, 2022",Interactive,Sinpo South Shipyard Update: Continued Activity,https://beyondparallel.csis.org/sinpo-south-shipyard-update-continued-activity-2/,"The telescoping crane that appeared in Sinpo South Shipyard's secure boat basin in early January is still present. However, it is unclear if the telescoping crane is an indicator of continued work on 8.24 Yongung SSBA or other reasons."
"February 23, 2022",Report,Creating Accountability for Global Cyber Norms,https://www.csis.org/analysis/creating-accountability-global-cyber-norms,Incidents since the 2015 GGE have shown that global agreement on responsible state behavior in cyberspace is not enough to deter malicious cyber actors. This report explores options to increase accountability for abiding by internationally agreed upon norms.
"February 23, 2022",Commentary,Reshaping U.S. Aid to Afghanistan: The Challenge of Lasting Progress,https://www.csis.org/analysis/reshaping-us-aid-afghanistan-challenge-lasting-progress,"Humanitarian aid to Afghanistan is no substitute for an effective government and economy, writes CSIS’s Emeritus Chair in Strategy."
