date,label,title,url
"Tuesday, May 3, 2022",Coronavirus (COVID-19),Dismantling the ivory tower’s knowledge boundaries,https://www.brookings.edu/research/dismantling-the-ivory-towers-knowledge-boundaries-a-call-for-open-access-as-the-new-normal-in-the-social-sciences-post-covid/
"Tuesday, May 3, 2022",TechTank,Ways to address the opioid crisis,https://www.brookings.edu/blog/techtank/2022/05/03/ways-to-address-the-opioid-crisis/
"Tuesday, May 3, 2022",TechStream,An urgent task awaiting Elon Musk at Twitter: Encrypting direct messages,https://www.brookings.edu/techstream/an-urgent-task-awaiting-elon-musk-at-twitter-encrypting-direct-messages/
"Tuesday, May 3, 2022",How We Rise,Churches are closing in predominantly Black communities – why public health officials should be concerned,https://www.brookings.edu/blog/how-we-rise/2022/05/03/churches-are-closing-in-predominantly-black-communities-why-public-health-officials-should-be-concerned/
"Tuesday, May 3, 2022",,Tamara O’Neil,https://www.brookings.edu/about-us/brookings-leadership/tamara-oneil/
"Tuesday, May 3, 2022",Future Development,The post-pandemic prognosis for pension systems,https://www.brookings.edu/blog/future-development/2022/05/03/the-post-pandemic-prognosis-for-pension-systems/
"Wednesday, May 4, 2022",The Avenue,The public hearing process for new housing is broken. Here’s how to fix it.,https://www.brookings.edu/blog/the-avenue/2022/05/04/the-public-hearing-process-for-new-housing-is-broken-heres-how-to-fix-it/
"Wednesday, May 4, 2022",,"
					Nonresident Senior Fellow - ",https://www.brookings.edu/program/brookings-metro/
"Tuesday, May 3, 2022",Coronavirus (COVID-19),The US COVID-19 baby bust and rebound,https://www.nber.org/papers/w30000
"Tuesday, May 3, 2022",,"
					Nonresident Senior Fellow - ",https://www.brookings.edu/program/global-economy-and-development/
"Wednesday, May 4, 2022",Up Front,Perspectives on the future of the global order,https://www.brookings.edu/blog/up-front/2022/05/04/perspectives-on-the-future-of-the-global-order/
"Thursday, May 5, 2022",Technology & Innovation,The nuanced relationship between cutting-edge technologies and jobs: Evidence from Germany,https://www.brookings.edu/research/the-nuanced-relationship-between-cutting-edge-technologies-and-jobs/
