date,Type,title,url,description
"January 19, 2022",Report,"Move Over JARVIS, Meet  OSCAR",https://www.csis.org/analysis/move-over-jarvis-meet-oscar,"With the help of AI/ML and unclassified cloud, the IC can reap the benefits of an open-source intelligence revolution. A basic form of Iron Man’s JARVIS, which this paper dubs “OSCAR,” could assist in a wide range of duties, from operations to analysis to support."
"January 18, 2022",Transcript,Satire and Dissent,https://www.csis.org/analysis/satire-and-dissent,"Jon Alterman talks with Bassem Youssef about the role of satire in political conflicts and how he got his start in comedy with the most popular show of the Arab Spring, Al Bernameg."
"January 18, 2022",Transcript,Policy Issues for Telecom Transformation: Opening Remarks by Representative Mike Doyle,https://www.csis.org/analysis/policy-issues-telecom-transformation-opening-remarks-representative-mike-doyle,Join CSIS for an event on the policy and legislative questions surrounding the transition to 5G/6G featuring opening remarks from Representative Mike Doyle (D-PA). His remarks will be followed by a panel discussion.
"January 18, 2022",Critical Questions,The Biden Boycott of the 2022 Beijing Winter Olympics,https://www.csis.org/analysis/biden-boycott-2022-beijing-winter-olympics,Dr. Victor Cha explains the significance of Biden administration boycott of the upcoming 2022 Beijing Winter Olympics and what it means for the games and U.S.-China relations.
"January 18, 2022",Blog Post,What Does China Stand to Gain by Hosting the 2022 Winter Olympics?,https://www.csis.org/blogs/new-perspectives-asia/what-does-china-stand-gain-hosting-2022-winter-olympics,What Does China Stand to Gain by Hosting the 2022 Winter Olympics? Read to learn more.
"January 18, 2022",Commentary,De Minimis,https://www.csis.org/analysis/de-minimis,"This week, the Scholl Chair explores the de minimis level, the value below which imports can enter the country without duty and with minimal government review. What’s the appropriate response?"
"January 18, 2022",Commentary,Prioritizing MNCH Services in the Covid-19 Pandemic and Beyond,https://www.csis.org/analysis/prioritizing-mnch-services-covid-19-pandemic-and-beyond,"Since 2020 women’s access to antenatal services has been down in low- and lower-middle-income countries. Despite the challenges to MNCH posed by the pandemic, adaptations and innovations have opened new opportunities for strengthening families’ access to health services."
"January 14, 2022",Commentary,Governance and Institutional Design Will Be Critical to Growing a Clean Hydrogen Economy,https://www.csis.org/analysis/governance-and-institutional-design-will-be-critical-growing-clean-hydrogen-economy,"The United States is using new tools to address innovation in clean hydrogen, but success will depend on good governance and broader market development."
"January 14, 2022",Blog Post,U.S. Competitiveness Provision: Securing American Manufacturing of Critical Technologies or Hindering Innovation?,https://www.csis.org/blogs/perspectives-innovation/us-competitiveness-provision-securing-american-manufacturing-critical,A recent determination by the U.S. Department of Energy- drafted ostensibly to promote U.S. competitiveness- may instead stifle innovation by creating bureaucratic delay and uncertainty.
"January 14, 2022",Critical Questions,Crossing the Line: Transnational Subsidy,https://www.csis.org/analysis/crossing-line-transnational-subsidy,"In the absence of clear WTO norms regulating transnational subsidies, the United States looks to the European Union’s practice to leverage domestic policies to address this concern."
"January 14, 2022",Report,Preparing for Deterioration of the Latin America and Caribbean Strategic Environment,https://www.csis.org/analysis/preparing-deterioration-latin-america-and-caribbean-strategic-environment,"Senior Associate Evan Ellis discusses the effects of leftist authoritarianism populism, Chinese influence, and Covid-19 as mutually reinforcing factors contributing to the deterioration of the Latin America and Caribbean strategic environment."
"January 13, 2022",Report,Russia’s Possible Invasion of Ukraine,https://www.csis.org/analysis/russias-possible-invasion-ukraine,"If peace talks fail, the Russian military has several options to invade Ukraine through northern, central, and southern routes, raising critical questions for the United States and its NATO allies according to analysis by the CSIS International Security Program."
