date,Type,title,url,description
"November 22, 2021",Report,China: The Growing Military Challenge: Volume Two of a Graphic Net Assessment,https://www.csis.org/analysis/china-growing-military-challenge-volume-two-graphic-net-assessment,"China focuses on key military developments to achieve its strategic goals without a major conflict and without the direct use of military force, writes CSIS’s Emeritus Chair in Strategy."
"November 22, 2021",Transcript,Maritime Security Dialogue: The Aegis Approach with Rear Admiral Tom Druggan,https://www.csis.org/analysis/maritime-security-dialogue-aegis-approach-rear-admiral-tom-druggan,"Join the International Security Program for a Maritime Security Dialogue event featuring Rear Admiral Tom Druggan, Program Executive, Aegis Ballistic Missile Defense, Missile Defense Agency and Dr. Tom Karako."
"November 22, 2021",Blog Post,Social Media Misinformation and the 2022 Philippine Elections ,https://www.csis.org/blogs/new-perspectives-asia/social-media-misinformation-and-2022-philippine-elections,"With only about one-third of the Philippine’s population fully vaccinated, a presidential campaign's ability to effectively utilize social media and dominate digital spaces will be instrumental in shaping national opinion."
"November 19, 2021",Transcript,Pulling Back the Curtain on China’s Maritime Militia,https://www.csis.org/analysis/pulling-back-curtain-chinas-maritime-militia-0,"Please join us for the launch of the report, Pulling Back the Curtain on China’s Maritime Militia."
"November 19, 2021",Interactive report,Kenya's Pediatric HIV Response Under Covid-19,https://www.csis.org/features/kenyas-pediatric-hiv-response-under-covid-19,"Countries like Kenya are redoubling their efforts to meet ambitious global goals to eliminate pediatric HIV/AIDS. As they develop plans for continuity of care in future health crises, hearing directly from children living with HIV, along with their families, about their..."
"November 19, 2021",Report,How Market Factors Could Shape Demand for Cleaner Gas,https://www.csis.org/analysis/how-market-factors-could-shape-demand-cleaner-gas,"Demand for “differentiated” or cleaner gas is emerging. But to reduce methane emissions, we need to grapple with the global gas system and identify the main actors and the footprint of the gas industry in each country."
"November 19, 2021",Commentary,Life after COP26,https://www.csis.org/analysis/life-after-cop26,"COP26, a qualified success with several high-profile initiatives, can make a difference. More broadly, COP26 marked a new era for climate negotiations and redefined success in the context of a multilateral meeting."
"November 19, 2021",Report,The Development of the ICT Landscape in Mexico: Cybersecurity and Opportunities for Investment,https://www.csis.org/analysis/development-ict-landscape-mexico-cybersecurity-and-opportunities-investment,The CSIS Americas Program examines the current state of Mexico’s Information Communication Technology (ICT) sector and offers recommendations to improve technological innovation and cybersecurity efforts.
"November 19, 2021",Commentary,Lukashenko’s Failed Gambit,https://www.csis.org/analysis/lukashenkos-failed-gambit,"Belarusian leader Aleksandr Lukashenko sought to “instrumentalize” migrants against the European Union in retaliation for sanctions. What are the implications for Russia, Belarus, and the West?"
"November 18, 2021",Newsletter,"The Evening: Vaccine Pledge, Covid Origins, Achtung Baby, and More",https://www.csis.org/analysis/evening-vaccine-pledge-covid-origins-achtung-baby-and-more,"This edition of CSIS's nightly newsletter covers the Vaccine Pledge, Covid Origins, Achtung Baby, and More."
"November 18, 2021",Transcript,Suzanne Brennan Firstenberg on Her Memorial to America’s Pandemic Loss: ‘In America: Remember',https://www.csis.org/analysis/suzanne-brennan-firstenberg-her-memorial-americas-pandemic-loss-america-remember,"Suzanne Brennan Firstenberg created the largest participatory art installation on the Washington National Mall since the AIDS quilt of 1996, entitled ‘In America: Remember,’ composed of 700,000 white flags, in the shadow of the Washington Monument."
"November 18, 2021",Commentary,Bosnia Is a Test of Western Resolve,https://www.csis.org/analysis/bosnia-test-western-resolve,Bosnia and Herzegovina has slid into its greatest crisis since the end of the Bosnian War in 1995. What will the United States and its European partners do about it?
