date,Type,title,url,description
"February 24, 2022",Commentary,A Beijinger in Washington,https://www.csis.org/analysis/beijinger-washington,The CSIS Trustee Chair in Chinese Business and Economics for a wide-ranging conversation with Professor Wang Jisi of Peking University on US-China relations.
"February 23, 2022",Newsletter,"The Evening: DoD Assessment of Russian Readiness, Ukraine State of Emergency, It’s Just That Simple, and More",https://www.csis.org/analysis/evening-dod-assessment-russian-readiness-ukraine-state-emergency-its-just-simple-and-more,"This edition of CSIS's nightly newsletter covers DoD Assessment of Russian Readiness, Ukraine State of Emergency, It’s Just That Simple, and More."
"February 23, 2022",Transcript,What’s Next for the China-Russia Relationship?,https://www.csis.org/analysis/whats-next-china-russia-relationship,Please join the CSIS China Power Project and Freeman Chair in China Studies on February 23rd for an in-depth discussion on the future of the bilateral relationship.
"February 23, 2022",Commentary,"Struggling to Survive: Gender, Displacement, and Migration in Taliban-Controlled Afghanistan",https://www.csis.org/analysis/struggling-survive-gender-displacement-and-migration-taliban-controlled-afghanistan,"Afghan women, already experiencing significant sociocultural barriers, are facing increasing restrictions to participating in civil life under the Taliban. The Taliban’s measures have compounded women’s insecurity and left them with limited recourse to migrate elsewhere."
"February 23, 2022",Interactive,Sinpo South Shipyard Update: Continued Activity,https://beyondparallel.csis.org/sinpo-south-shipyard-update-continued-activity-2/,"The telescoping crane that appeared in Sinpo South Shipyard's secure boat basin in early January is still present. However, it is unclear if the telescoping crane is an indicator of continued work on 8.24 Yongung SSBA or other reasons."
"February 23, 2022",Report,Creating Accountability for Global Cyber Norms,https://www.csis.org/analysis/creating-accountability-global-cyber-norms,Incidents since the 2015 GGE have shown that global agreement on responsible state behavior in cyberspace is not enough to deter malicious cyber actors. This report explores options to increase accountability for abiding by internationally agreed upon norms.
"February 23, 2022",Commentary,Reshaping U.S. Aid to Afghanistan: The Challenge of Lasting Progress,https://www.csis.org/analysis/reshaping-us-aid-afghanistan-challenge-lasting-progress,"Humanitarian aid to Afghanistan is no substitute for an effective government and economy, writes CSIS’s Emeritus Chair in Strategy."
"February 23, 2022",Blog Post,RAI Explainer: The Lifecycle of a Semiconductor Chip,https://www.csis.org/blogs/perspectives-innovation/rai-explainer-lifecycle-semiconductor-chip,"With the global economy reeling from a shortage in semiconductor chips, policy makers have turned their attention to strengthening the resilience of the supply chain, recognizing the centrality of this technology to economic growth and national security. To better..."
"February 22, 2022",Newsletter,"The Evening: U.S. Sanctions Russia, D.C. Trucker Protests, When the Levee Breaks, and More",https://www.csis.org/analysis/evening-us-sanctions-russia-dc-trucker-protests-when-levee-breaks-and-more,"This edition of CSIS's nightly newsletter covers U.S. Sanctions Russia, D.C. Trucker Protests, When the Levee Breaks, and More."
"February 22, 2022",Newsletter,"Middle East Notes and Comment: When Our Middle East Friends Talk, They Talk About Hedging",https://www.csis.org/analysis/middle-east-notes-and-comment-when-our-middle-east-friends-talk-they-talk-about-hedging,"In a recent conversation with a senior Israeli official, I asked what strategic insights he had gained from discussions with his Emirati counterparts."
"February 22, 2022",Commentary,Miscellany,https://www.csis.org/analysis/miscellany-0,"This week, the Scholl Chair explores several issues that don’t warrant an entire column, including avocado shortages, hostage-taking in the Senate, and USMCA cases."
"February 22, 2022",Commentary,"When Our Middle East Friends Talk, They Talk about Hedging",https://www.csis.org/analysis/when-our-middle-east-friends-talk-they-talk-about-hedging,"Dr. Jon Alterman discusses how uncertainty in a changing global environment is driving Middle Eastern countries to hedge between regional rivals, as well as between the United States and China."
