date,Type,title,url,description
"March 3, 2022",Commentary,Solidifying Partnership Gains through Enhanced Defense Industrial Cooperation ,https://www.csis.org/analysis/solidifying-partnership-gains-through-enhanced-defense-industrial-cooperation,"Russia’s invasion of Ukraine underscores the critical need for defense industrial and technological cooperation, not only to combat coercive spheres of influence but also to bolster capabilities and the potential for action."
"March 3, 2022",Report,Securing Intellectual Property for Innovation and National Security,https://www.csis.org/analysis/securing-intellectual-property-innovation-and-national-security,"The United States is in a close global technological competition, especially with China, and therefore needs to protect a rules-based and private sector–led standards ecosystem in partnership with its allies."
"March 3, 2022",Commentary,The War in Ukraine: Meeting the Russian Challenge to NATO,https://www.csis.org/analysis/war-ukraine-meeting-russian-challenge-nato,The Russian invasion of Ukraine underscores the need to revitalize the modernization and strength of NATO’s military forces.
"March 2, 2022",Newsletter,"The Evening: Kharkiv Bombarded, U.S. Sanctions Oligarchs, Rebel Music, and More",https://www.csis.org/analysis/evening-kharkiv-bombarded-us-sanctions-oligarchs-rebel-music-and-more,"This edition of CSIS's nightly newsletter covers Kharkiv Bombarded, U.S. Sanctions Oligarchs, Rebel Music, and More."
"March 2, 2022",Commentary,The Struggle for Ukrainian Self-Determination and Identity,https://www.csis.org/analysis/struggle-ukrainian-self-determination-and-identity,"Any attempt to erase Ukrainian identity will fail and Ukrainian identity will endure, writes CSIS's Nicole Aandahl."
"March 2, 2022",Transcript,Press Briefing: Ukraine Update,https://www.csis.org/analysis/press-briefing-ukraine-update,"The Center for Strategic and International Studies (CSIS) on March 2, 2022 at 2:00 p.m. ET will host a press briefing to address the evolving situation in Ukraine and its security, economic, energy, humanitarian, and other civilian impacts."
"March 2, 2022",Transcript,The Ukraine Crisis and Asia: Implications and Responses,https://www.csis.org/analysis/ukraine-crisis-and-asia-implications-and-responses,Please join the CSIS Asia Program for a discussion on the Russian invasion of Ukraine and its geopolitical implications for Asia.
"March 2, 2022",Commentary,U.S.-Vietnam Cooperation under Biden’s Indo-Pacific Strategy,https://www.csis.org/analysis/us-vietnam-cooperation-under-bidens-indo-pacific-strategy,"On February 11, 2022, the Biden administration released its Indo-Pacific Strategy. The document covers a vast geographic area including many nations and touches upon a wide range of issues. What does the new strategy mean for U.S.-Vietnam cooperation?"
"March 2, 2022",Transcript,Climate & Energy in the 117th Congress: A Conversation with Rep. John Curtis,https://www.csis.org/analysis/climate-energy-117th-congress-conversation-rep-john-curtis,You are cordially invited to a conversation with
"March 2, 2022",Commentary,Europe United,https://www.csis.org/analysis/europe-united,"Rather than dividing Europe, Russia's war of aggression against Ukraine has made Europe stronger and more united than ever."
"March 2, 2022",Critical Questions,Sanctions in Response to Russia’s Invasion of Ukraine,https://www.csis.org/analysis/sanctions-response-russias-invasion-ukraine,The CSIS Economics Program examines recent economic sanctions against Russia for their invasion of Ukraine and the implication of this escalation of economic statecraft on the global economy and geopolitics.
"March 2, 2022",Critical Questions,The End of Operation Barkhane and the Future of Counterterrorism in Mali,https://www.csis.org/analysis/end-operation-barkhane-and-future-counterterrorism-mali,"France is withdrawing its troops from Mali. CSIS’s Africa Program and Transnational Threats Project analyze France’s counterterrorism legacy in Mali, opportunities for Russian engagement, and implications for neighboring Sahelian states."
