date,label,title,url
"Wednesday, September 8, 2021",News Release,Andrew Yeo appointed SK-Korea Foundation Chair in Korea Studies,https://www.brookings.edu/news-releases/andrew-yeo-appointed-sk-korea-foundation-chair-in-korea-studies/
"Wednesday, September 8, 2021",Future Development,Cash and the city: Digital COVID-19 social response in Kinshasa,https://www.brookings.edu/blog/future-development/2021/09/08/cash-and-the-city-digital-covid-19-social-response-in-kinshasa/
"Wednesday, September 8, 2021",Order from Chaos,The impact of September 11 on US-Russian relations,https://www.brookings.edu/blog/order-from-chaos/2021/09/08/the-impact-of-september-11-on-us-russian-relations/
"Thursday, September 9, 2021",Future Development,On space barons and global poverty,https://www.brookings.edu/blog/future-development/2021/09/09/on-space-barons-and-global-poverty/
"Thursday, September 9, 2021",Order from Chaos,September 11 and America’s response through the eyes of Nelson Mandela,https://www.brookings.edu/blog/order-from-chaos/2021/09/09/september-11-and-americas-response-through-the-eyes-of-nelson-mandela/
"Thursday, September 9, 2021",How We Rise,How 9/11 helped to militarize American law enforcement,https://www.brookings.edu/blog/how-we-rise/2021/09/09/how-9-11-helped-to-militarize-american-law-enforcement/
"Thursday, September 9, 2021",Upcoming Event,To rule the waves: How control of the world’s oceans shapes the fate of the superpowers,
"Tuesday, September 7, 2021",TechStream,America’s anti-hacking laws pose a risk to national security,https://www.brookings.edu/techstream/americas-anti-hacking-laws-pose-a-risk-to-national-security/
"Tuesday, September 7, 2021",Order from Chaos,Reflections on the long-term repercussions of September 11 for US policy in the Middle East,https://www.brookings.edu/blog/order-from-chaos/2021/09/07/reflections-on-the-long-term-repercussions-of-september-11-for-us-policy-in-the-middle-east/
"Tuesday, September 7, 2021",The Avenue,Cities are taking it slow with American Rescue Plan funds,https://www.brookings.edu/blog/the-avenue/2021/09/07/cities-are-taking-it-slow-with-american-rescue-plan-funds/
"Tuesday, September 7, 2021",Future Development,Why is blue-collar work still male-dominated?,https://www.brookings.edu/blog/future-development/2021/09/07/why-is-blue-collar-work-still-male-dominated/
"Tuesday, September 7, 2021",,"
					Post-Doctoral Research Fellow - ",https://www.brookings.edu/program/foreign-policy/
"Wednesday, September 8, 2021",Brown Center Chalkboard,How the pandemic has changed teachers’ commitment to remaining in the classroom,https://www.brookings.edu/blog/brown-center-chalkboard/2021/09/08/how-the-pandemic-has-changed-teachers-commitment-to-remaining-in-the-classroom/
"Monday, September 13, 2021",TechStream,Data-driven policing’s threat to our constitutional rights,https://www.brookings.edu/techstream/data-driven-policings-threat-to-our-constitutional-rights/
"Monday, September 13, 2021",News Release,Call for applicants: Middle East Policy Future Leaders Symposium,https://www.brookings.edu/news-releases/call-for-applicants-middle-east-policy-future-leaders-symposium/
