date,Type,title,url,description
"September 23, 2021",Blog Post,Examining Extremism: Harakat al Shabaab al Mujahideen (al Shabaab),https://www.csis.org/blogs/examining-extremism/examining-extremism-harakat-al-shabaab-al-mujahideen-al-shabaab,The Transnational Threats Project’s Examining Extremism series provides an overview and assessment of al Shabaab—an Islamist insurgent group that has waged a protracted insurgency in Somalia and launched attacks on regional states in East Africa.
"September 23, 2021",Commentary,Why African Governments Are Accepting Afghan Refugees,https://www.csis.org/analysis/why-african-governments-are-accepting-afghan-refugees,Why are African states accepting Afghan refugees? Judd Devermont and Erol Yayboke share implications behind governments' moral and geopolitical considerations and provide recommendations for U.S. government response.
"September 23, 2021",Newsletter,High-Tech Hajj,https://www.csis.org/analysis/high-tech-hajj,"Pilgrims have been visiting Mecca since before the advent of Islam. The centuries-old tradition looked considerably different this year, and for more than one reason."
"September 23, 2021",Newsletter,"The Evening: Covid Summit, Terror Groups Rebuild, Blind Willie McTell and More",https://www.csis.org/analysis/evening-covid-summit-terror-groups-rebuild-blind-willie-mctell-and-more,"This edition of CSIS's nightly newsletter covers the Covid Summit, Terror Groups Rebuild, Blind Willie McTell and More"
"September 22, 2021",Commentary,China Headaches for Iran Deal,https://www.csis.org/analysis/china-headaches-iran-deal,Jon Alterman gives a commentary on China’s changing role in nuclear negotiations.
"September 22, 2021",Transcript,The Nuclear Policy Trilemma “Keynote Address by Senator Angus King”,https://www.csis.org/analysis/nuclear-policy-trilemma-keynote-address-senator-angus-king,"​Please join PONI on September 21 and 22, 2021, for a virtual two-day conference to explore the nuclear trilemma. Additional speakers to be announced shortly."
"September 22, 2021",Transcript,Press Briefing: Previewing the Quad Leaders Summit ,https://www.csis.org/analysis/press-briefing-previewing-quad-leaders-summit,"The Center for Strategic and International Studies (CSIS) will host a press call on Wednesday, September 22, 2021 at 8:00 a.m. ET to preview the Quad Leaders Summit and reflect on the recent Australia-UK-U.S. alliance announcement."
"September 21, 2021",Newsletter,"The Evening: Biden at UN, Iran Fires Back, I and I, and More",https://www.csis.org/analysis/evening-biden-un-iran-fires-back-i-and-i-and-more,"This edition of CSIS's nightly newsletter covers Biden at UN, Iran Fires Back, I and I, and More."
"September 21, 2021",Transcript,Tunisia’s Popular Authoritarian,https://www.csis.org/analysis/tunisias-popular-authoritarian,Jon Alterman talks with Monica Marks about Saied Kais's consolidation of power and what it means for Tunisia and democracy in the country.
"September 21, 2021",Report,Russia’s “Hybrid Aggression” against Georgia: The Use of Local and External Tools,https://www.csis.org/analysis/russias-hybrid-aggression-against-georgia-use-local-and-external-tools,"This paper explores Russia’s use of local and external tools in its ""hybrid aggression"" against Georgia."
"September 21, 2021",Congressional Testimony,NASA’s Future In Low Earth Orbit: Considerations for International Space Station Extension and Transition,https://www.csis.org/analysis/nasas-future-low-earth-orbit-considerations-international-space-station-extension,"Todd Harrison, director of the Aerospace Security Project, director of Defense Budget Analysis, and senior fellow with the International Security Program, testifies before the House Science, Space and Technology Space and Aeronautics Subcommittee."
"September 21, 2021",Blog Post,Russia’s New Frontier in Southeast Asia: Vaccine Diplomacy,https://www.csis.org/blogs/new-perspectives-asia/russias-new-frontier-southeast-asia-vaccine-diplomacy,"Russia over the past year has engaged in a vigorous campaign of public diplomacy across Southeast Asia. Throughout this campaign, Russia has promoted its Sputnik V vaccine in the region, first as part of modest Covid aid donations but increasingly as larger sales."
