name,text,date,pdf_link
,,,https://www.congress.gov/bill-texts-received-today
H.Res.956 [117th], - Supporting the people of Ukraine.,Introduced in House (03/01/2022):,https://www.congress.gov/117/bills/hres956/BILLS-117hres956ih.pdf
H.Res.958 [117th], - Supporting the designation of March 2022 as National Colorectal Cancer Awareness Month.,Introduced in House (03/01/2022):,https://www.congress.gov/117/bills/hres958/BILLS-117hres958ih.pdf
H.Res.957 [117th], - Supporting the goals and ideals of the International Day for the Elimination of Violence against Women.,Introduced in House (03/01/2022):,https://www.congress.gov/117/bills/hres957/BILLS-117hres957ih.pdf
H.Con.Res.75 [117th], - Expressing the sense of Congress that the United Nations should take immediate procedural actions necessary to amend Article 23 of the Charter of the United Nations to remove the Russian Federation as a permanent member of the United Nations Security Council.,Introduced in House (03/01/2022):,https://www.congress.gov/117/bills/hconres75/BILLS-117hconres75ih.pdf
H.J.Res.73 [117th], - Formally apologizing for the nuclear legacy of the United States in the Republic of the Marshall Islands and affirming the importance of free association between the Government of the United States and the Government of the Marshall Islands.,Introduced in House (03/01/2022):,https://www.congress.gov/117/bills/hjres73/BILLS-117hjres73ih.pdf
H.R.6820 [117th], - CRISIS Act,Introduced in House (02/22/2022):,https://www.congress.gov/117/bills/hr6820/BILLS-117hr6820ih.pdf
H.R.6811 [117th], - Protecting Americans’ Medical Rights Act,Introduced in House (02/22/2022):,https://www.congress.gov/117/bills/hr6811/BILLS-117hr6811ih.pdf
H.R.6809 [117th], - TRUCKERS Act,Introduced in House (02/22/2022):,https://www.congress.gov/117/bills/hr6809/BILLS-117hr6809ih.pdf
H.R.6810 [117th], - Housing our Veterans Act,Introduced in House (02/22/2022):,https://www.congress.gov/117/bills/hr6810/BILLS-117hr6810ih.pdf
H.R.6805 [117th], - African-American Burial Grounds Preservation Act,Introduced in House (02/22/2022):,https://www.congress.gov/117/bills/hr6805/BILLS-117hr6805ih.pdf
H.R.6807 [117th], - National Public Health Act,Introduced in House (02/22/2022):,https://www.congress.gov/117/bills/hr6807/BILLS-117hr6807ih.pdf
H.R.6821 [117th], - United States-Russian Federation Seafood Reciprocity Act of 2022,Introduced in House (02/22/2022):,https://www.congress.gov/117/bills/hr6821/BILLS-117hr6821ih.pdf
