name,text,date,pdf_link
,,,https://www.congress.gov/bill-texts-received-today
H.R.5553 [117th], - To prohibit the Secretary of Veterans Affairs from providing or paying for surgical treatment related to gender transition.,Introduced in House (10/12/2021):,https://www.congress.gov/117/bills/hr5553/BILLS-117hr5553ih.pdf
H.R.5554 [117th], - No Bonuses in Bankruptcy Act of 2021,Introduced in House (10/12/2021):,https://www.congress.gov/117/bills/hr5554/BILLS-117hr5554ih.pdf
H.R.5551 [117th], - Improving the Health of Children Act,Introduced in House (10/12/2021):,https://www.congress.gov/117/bills/hr5551/BILLS-117hr5551ih.pdf
H.R.5552 [117th], - Lead Poisoning Prevention Act of 2021,Introduced in House (10/12/2021):,https://www.congress.gov/117/bills/hr5552/BILLS-117hr5552ih.pdf
H.R.5550 [117th], - Endangered Species Management Self-Determination Act,Introduced in House (10/12/2021):,https://www.congress.gov/117/bills/hr5550/BILLS-117hr5550ih.pdf
H.R.5570 [117th], - Commission of Fine Arts District of Columbia Home Rule Act,Introduced in House (10/12/2021):,https://www.congress.gov/117/bills/hr5570/BILLS-117hr5570ih.pdf
H.R.5568 [117th], - Clean Cities Act,Introduced in House (10/12/2021):,https://www.congress.gov/117/bills/hr5568/BILLS-117hr5568ih.pdf
H.R.5569 [117th], - REAL ID Gender Requirement Reform Act,Introduced in House (10/12/2021):,https://www.congress.gov/117/bills/hr5569/BILLS-117hr5569ih.pdf
H.R.5567 [117th], - Indian Programs Advance Appropriations Act of 2021,Introduced in House (10/12/2021):,https://www.congress.gov/117/bills/hr5567/BILLS-117hr5567ih.pdf
H.R.5529 [117th], - Veterans Justice Outreach Improvement Act,Introduced in House (10/08/2021):,https://www.congress.gov/117/bills/hr5529/BILLS-117hr5529ih.pdf
H.R.5541 [117th], - Primary and Virtual Care Affordability Act,Introduced in House (10/08/2021):,https://www.congress.gov/117/bills/hr5541/BILLS-117hr5541ih.pdf
H.R.5514 [117th], - Choose Home Care Act of 2021,Introduced in House (10/08/2021):,https://www.congress.gov/117/bills/hr5514/BILLS-117hr5514ih.pdf
H.R.5528 [117th], - Witness Security and Protection Grant Program Act of 2021,Introduced in House (10/08/2021):,https://www.congress.gov/117/bills/hr5528/BILLS-117hr5528ih.pdf
H.R.5515 [117th], - Protecting Americans’ Genomic Information Act of 2021,Introduced in House (10/08/2021):,https://www.congress.gov/117/bills/hr5515/BILLS-117hr5515ih.pdf
H.R.5523 [117th]," - Pay Down, Upskill Act of 2021",Introduced in House (10/08/2021):,https://www.congress.gov/117/bills/hr5523/BILLS-117hr5523ih.pdf
H.R.5509 [117th], - Student Veteran COVID-19 Protection Act of 2021,Introduced in House (10/08/2021):,https://www.congress.gov/117/bills/hr5509/BILLS-117hr5509ih.pdf
H.R.5518 [117th], - Virtual Naturalization Act of 2021,Introduced in House (10/08/2021):,https://www.congress.gov/117/bills/hr5518/BILLS-117hr5518ih.pdf
H.R.5525 [117th], - ENABLERS Act,Introduced in House (10/08/2021):,https://www.congress.gov/117/bills/hr5525/BILLS-117hr5525ih.pdf
H.R.5530 [117th], - Preventing Youth Substance Abuse Act of 2021,Introduced in House (10/08/2021):,https://www.congress.gov/117/bills/hr5530/BILLS-117hr5530ih.pdf
H.R.5513 [117th], - No Clearance for Terrorists Act,Introduced in House (10/08/2021):,https://www.congress.gov/117/bills/hr5513/BILLS-117hr5513ih.pdf
H.R.5540 [117th], - Cosmetic Safety for Communities of Color and Professional Salon Workers Act of 2021,Introduced in House (10/08/2021):,https://www.congress.gov/117/bills/hr5540/BILLS-117hr5540ih.pdf
H.R.5537 [117th], - Toxic-Free Beauty Act of 2021,Introduced in House (10/08/2021):,https://www.congress.gov/117/bills/hr5537/BILLS-117hr5537ih.pdf
H.R.5526 [117th], - Improving Mental Health and Wellness in Schools Act,Introduced in House (10/08/2021):,https://www.congress.gov/117/bills/hr5526/BILLS-117hr5526ih.pdf
H.R.5527 [117th], - Accountability in Foreign Animal Research Act,Introduced in House (10/08/2021):,https://www.congress.gov/117/bills/hr5527/BILLS-117hr5527ih.pdf
H.R.5517 [117th], - Fair Adjudications for Immigrants Act,Introduced in House (10/08/2021):,https://www.congress.gov/117/bills/hr5517/BILLS-117hr5517ih.pdf
H.R.5516 [117th], - VITAL Assessment Act,Introduced in House (10/08/2021):,https://www.congress.gov/117/bills/hr5516/BILLS-117hr5516ih.pdf
H.R.5534 [117th], - Military Service Academy Hispanic Representation Act,Introduced in House (10/08/2021):,https://www.congress.gov/117/bills/hr5534/BILLS-117hr5534ih.pdf
H.R.5535 [117th], - Hispanic Military Officers Act,Introduced in House (10/08/2021):,https://www.congress.gov/117/bills/hr5535/BILLS-117hr5535ih.pdf
H.R.5524 [117th], - Protecting Data at the Border Act,Introduced in House (10/08/2021):,https://www.congress.gov/117/bills/hr5524/BILLS-117hr5524ih.pdf
H.R.5531 [117th], - Supporting Older Workers Act,Introduced in House (10/08/2021):,https://www.congress.gov/117/bills/hr5531/BILLS-117hr5531ih.pdf
H.R.5533 [117th], - Reducing Waste in National Parks Act,Introduced in House (10/08/2021):,https://www.congress.gov/117/bills/hr5533/BILLS-117hr5533ih.pdf
H.R.5536 [117th], - SMART Act,Introduced in House (10/08/2021):,https://www.congress.gov/117/bills/hr5536/BILLS-117hr5536ih.pdf
H.R.5512 [117th], - RURAL Broadband Mapping Act,Introduced in House (10/08/2021):,https://www.congress.gov/117/bills/hr5512/BILLS-117hr5512ih.pdf
H.R.5543 [117th], - Vet CENTERS for Mental Health Act of 2021,Introduced in House (10/08/2021):,https://www.congress.gov/117/bills/hr5543/BILLS-117hr5543ih.pdf
H.R.5545 [117th], - REMOTE Act,Introduced in House (10/08/2021):,https://www.congress.gov/117/bills/hr5545/BILLS-117hr5545ih.pdf
H.R.5544 [117th], - To authorize the extension of nondiscriminatory treatment (normal trade relations treatment) to the products of Kazakhstan.,Introduced in House (10/08/2021):,https://www.congress.gov/117/bills/hr5544/BILLS-117hr5544ih.pdf
H.R.5508 [117th], - FOREST Act of 2021,Introduced in House (10/08/2021):,https://www.congress.gov/117/bills/hr5508/BILLS-117hr5508ih.pdf
H.R.5542 [117th], - Medical Travel Assistance to Protect Women’s Right to Choose Act of 2021,Introduced in House (10/08/2021):,https://www.congress.gov/117/bills/hr5542/BILLS-117hr5542ih.pdf
H.R.5450 [117th], - Blocking Joseph Robinette Biden’s Overreaching Vaccine Mandates Act,Introduced in House (09/30/2021):,https://www.congress.gov/117/bills/hr5450/BILLS-117hr5450ih.pdf
H.R.5440 [117th], - Cyber Incident Reporting for Critical Infrastructure Act of 2021,Introduced in House (09/30/2021):,https://www.congress.gov/117/bills/hr5440/BILLS-117hr5440ih.pdf
H.R.5410 [117th], - National Security Reforms and Accountability Act,Introduced in House (09/29/2021):,https://www.congress.gov/117/bills/hr5410/BILLS-117hr5410ih.pdf
