name,text,date,pdf_link
,,,https://www.congress.gov/bill-texts-received-today
H.Res.746 [117th], - Original National Domestic Violence Awareness Month Resolution of 2021,Introduced in House (10/26/2021):,https://www.congress.gov/117/bills/hres746/BILLS-117hres746ih.pdf
H.Res.747 [117th]," - Supporting the designation of October 2021 as ""Down Syndrome Awareness Month"" and supporting the goals and ideals of ""Down Syndrome Awareness Month"".",Introduced in House (10/26/2021):,https://www.congress.gov/117/bills/hres747/BILLS-117hres747ih.pdf
H.R.5668 [117th], - FEMA Relief Extension Act,Introduced in House (10/21/2021):,https://www.congress.gov/117/bills/hr5668/BILLS-117hr5668ih.pdf
H.R.5663 [117th], - TREAT Act,Introduced in House (10/21/2021):,https://www.congress.gov/117/bills/hr5663/BILLS-117hr5663ih.pdf
H.R.5669 [117th], - Medical Controlled Substances Transportation Act of 2021,Introduced in House (10/21/2021):,https://www.congress.gov/117/bills/hr5669/BILLS-117hr5669ih.pdf
H.R.5664 [117th], - Keeping Workers Safe Act,Introduced in House (10/21/2021):,https://www.congress.gov/117/bills/hr5664/BILLS-117hr5664ih.pdf
H.R.5665 [117th], - Combating International Islamophobia Act,Introduced in House (10/21/2021):,https://www.congress.gov/117/bills/hr5665/BILLS-117hr5665ih.pdf
H.R.5657 [117th], - Medical Marijuana Research Act,Introduced in House (10/21/2021):,https://www.congress.gov/117/bills/hr5657/BILLS-117hr5657ih.pdf
H.R.5660 [117th], - Fairness for Rural Medicare Beneficiaries Act of 2021,Introduced in House (10/21/2021):,https://www.congress.gov/117/bills/hr5660/BILLS-117hr5660ih.pdf
H.R.5659 [117th]," - To designate the facility of the United States Postal Service located at 1961 North C Street in Oxnard, California, as the ""John R. Hatcher III Post Office Building"".",Introduced in House (10/21/2021):,https://www.congress.gov/117/bills/hr5659/BILLS-117hr5659ih.pdf
H.R.5658 [117th], - DHS Roles and Responsibilities in Cyber Space Act,Introduced in House (10/21/2021):,https://www.congress.gov/117/bills/hr5658/BILLS-117hr5658ih.pdf
H.R.5661 [117th], - Continued State Flexibility To Assist Older Foster Youth Act,Introduced in House (10/21/2021):,https://www.congress.gov/117/bills/hr5661/BILLS-117hr5661ih.pdf
H.R.5645 [117th], - Save Our Servicemembers Act of 2021,Introduced in House (10/20/2021):,https://www.congress.gov/117/bills/hr5645/BILLS-117hr5645ih.pdf
H.R.5653 [117th], - Clean Water Allotment Modernization Act of 2021,Introduced in House (10/20/2021):,https://www.congress.gov/117/bills/hr5653/BILLS-117hr5653ih.pdf
H.R.5642 [117th], - Follow Accepted Science Together Act of 2021,Introduced in House (10/20/2021):,https://www.congress.gov/117/bills/hr5642/BILLS-117hr5642ih.pdf
H.R.5644 [117th], - Mobile Mammography Promotion Act of 2021,Introduced in House (10/20/2021):,https://www.congress.gov/117/bills/hr5644/BILLS-117hr5644ih.pdf
H.R.5643 [117th], - BEST Ambassadors Act,Introduced in House (10/20/2021):,https://www.congress.gov/117/bills/hr5643/BILLS-117hr5643ih.pdf
H.R.4055 [117th], - American Cybersecurity Literacy Act,Reported in House (10/26/2021):,https://www.congress.gov/117/bills/hr4055/BILLS-117hr4055rh.pdf
