date,type,title,sponsor,committees,latest_action,tracker,url
08/16/2021,BILL,Infrastructure Investment and Jobs Act,"Rep. DeFazio, Peter A. [D-OR-4]", House - Transportation and Infrastructure        ,Senate - 08/16/2021 Message on Senate action sent to the House. (,Passed Senate,https://www.congress.gov/bill/117th-congress/house-bill/3684?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-08-16%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=1
08/16/2021,BILL,"To condition the receipt of certain grants by the Metropolitan Transportation Authority on exempting certain drivers from congestion fees, and for other purposes.","Rep. Gottheimer, Josh [D-NJ-5]", House - Ways and Means; Transportation and Infrastructure        ,House - 08/16/2021 Referred to the Subcommittee on Highways and Transit. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5014?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-08-16%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=2
08/16/2021,CONCURRENT RESOLUTION,A concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2022 and setting forth the appropriate budgetary levels for fiscal years 2023 through 2031.,"Sen. Sanders, Bernard [I-VT]", Senate - Budget        ,House - 08/17/2021 Held at the desk. (,Agreed to in Senate,https://www.congress.gov/bill/117th-congress/senate-concurrent-resolution/14?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-08-16%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=3
08/17/2021,BILL,John R. Lewis Voting Rights Advancement Act of 2021,"Rep. Sewell, Terri A. [D-AL-7]", House - Judiciary        ,House - 08/17/2021 Referred to the House Committee on the Judiciary. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/4?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-08-17%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=1
08/17/2021,BILL,"To amend titles XVIII and XIX of the Social Security Act to reduce cost-sharing, align income and resource eligibility tests, simplify enrollment, and provide for other program improvements for low-income Medicare beneficiaries.","Rep. Blunt Rochester, Lisa [D-DE-At Large]", House - Energy and Commerce; Ways and Means        ,"House - 08/17/2021 Referred to the Committee on Energy and Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee... (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5040?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-08-17%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=2
08/17/2021,BILL,"To amend the Housing and Community Development Act of 1974 to authorize grants to assist in redeveloping abandoned shopping centers, and for other purposes.","Rep. Bourdeaux, Carolyn [D-GA-7]", House - Financial Services        ,House - 08/17/2021 Referred to the House Committee on Financial Services. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5041?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-08-17%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=3
08/17/2021,BILL,"To provide that section 216 of Executive Order 14008 shall have no force or effect, and for other purposes.","Rep. Cheney, Liz [R-WY-At Large]"," House - Natural Resources; Agriculture; Science, Space, and Technology        ","House - 08/17/2021 Referred to the Committee on Natural Resources, and in addition to the Committees on Agriculture, and Science, Space, and Technology, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the... (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5042?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-08-17%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=4
08/17/2021,BILL,"To provide for a moratorium on evictions from and foreclosures on residences during a major disaster or emergency, and for other purposes.","Rep. Demings, Val Butler [D-FL-10]", House - Financial Services        ,House - 08/17/2021 Referred to the House Committee on Financial Services. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5043?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-08-17%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=5
08/17/2021,BILL,"To extend the authorization for the MotorCities National Heritage Area in the State of Michigan, and for other purposes.","Rep. Dingell, Debbie [D-MI-12]", House - Natural Resources        ,House - 08/17/2021 Referred to the House Committee on Natural Resources. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5044?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-08-17%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=6
08/17/2021,BILL,To provide a safe harbor from licensing and registration for certain non-controlling blockchain developers and providers of blockchain services.,"Rep. Emmer, Tom [R-MN-6]", House - Financial Services        ,House - 08/17/2021 Referred to the House Committee on Financial Services. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5045?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-08-17%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=7
