category,date,url,title
hearings,02/15/22,https://www.finance.senate.gov/hearings/protecting-youth-mental-health-part-ii_-identifying-and-addressing-barriers-to-care,Protecting Youth Mental Health: Part II - Identifying and Addressing Barriers to Care
minority,02/09/22,https://www.finance.senate.gov/ranking-members-news/crapo-statement-at-hhs-nominations-hearing,Crapo Statement at HHS Nominations Hearing
majority,02/10/22,https://www.finance.senate.gov/chairmans-news/wyden-announces-support-for-robert-califf-to-lead-fda,Wyden Announces Support for Robert Califf to Lead FDA
hearings,02/09/22,https://www.finance.senate.gov/hearings/hearing-to-consider-the-nominations-of-robert-michael-gordon-of-the-district-of-columbia-to-be-an-assistant-secretary-of-health-and-human-services-january-contreras-of-arizona-to-be-assistant-secretary-for-family-support-department-of-health-and-human-services-and-rebecca-e-jones-gaston-of-oregon-to-be-commissioner-on-children-youth-and-families-department-of-health-and-human-services,"Hearing to Consider the Nominations of Robert Michael Gordon, of the District of Columbia, to be an Assistant Secretary of Health and Human Services, January Contreras, of Arizona, to be Assistant Secretary for Family Support, Department of Health and Human Services, and Rebecca E. Jones Gaston, of Oregon, to be Commissioner on Children, Youth, and Families, Department of Health and Human Services"
hearings,02/08/22,https://www.finance.senate.gov/hearings/protecting-youth-mental-health-part-i_-an-advisory-and-call-to-action,Protecting Youth Mental Health: Part I - An Advisory and Call to Action
minority,02/08/22,https://www.finance.senate.gov/ranking-members-news/crapo-statement-at-hearing-on-youth-mental-health,Crapo Statement at Hearing on Youth Mental Health
majority,02/09/22,https://www.finance.senate.gov/chairmans-news/wyden-statement-at-finance-committee-hearing-on-hhs-nominees,Wyden Statement at Finance Committee Hearing on HHS Nominees
majority,02/08/22,https://www.finance.senate.gov/chairmans-news/wyden-statement-at-finance-committee-hearing-on-youth-mental-health-care,Wyden Statement at Finance Committee Hearing on Youth Mental Health Care
majority,02/08/22,https://www.finance.senate.gov/chairmans-news/finance-committee-announces-next-steps-on-mental-health-effort,Finance Committee Announces Next Steps on Mental Health Effort
majority,02/07/22,https://www.finance.senate.gov/chairmans-news/wyden-calls-on-irs-to-end-use-of-facial-recognition-for-online-accounts,Wyden Calls on IRS To End Use of Facial Recognition For Online Accounts
majority,02/04/22,https://www.finance.senate.gov/chairmans-news/wyden-asks-califf-for-details-on-accelerated-approval-policy,Wyden Asks Califf for Details on Accelerated Approval Policy
majority,02/07/22,https://www.finance.senate.gov/download/wyden-letter-on-facial-recognition,Wyden Letter on Facial Recognition
