category,date,title,url
Majority Hearings,Nov 17 2021,,https://transportation.house.gov/committee-activity/hearings/industry-and-labor-perspectives-a-further-look-at-north-american-supply-chain-challenges
Majority Hearings,Nov 16 2021,,https://transportation.house.gov/committee-activity/hearings/rebuilding-coast-guard-infrastructure-to-sustain-and-enhance-mission-capability
Minority Press Releases,"November 17, 2021",Graves Statement from Hearing on Supply Chain Crisis: Administration’s Policies Should Do No More Harm,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405679
Minority Press Releases,"November 16, 2021",Gibbs Statement from Hearing on Coast Guard Infrastructure,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405676
Minority Press Releases,"November 16, 2021",ICYMI: Graves and Scalise Criticize Biden Policies for Worsening Supply Chain Crisis in Fox Business Op-Ed,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405677
Minority Hearings,"November 17, 2021",Industry and Labor Perspectives: A Further Look at North American Supply Chain Challenges,https://republicans-transportation.house.gov/calendar/EventSingle.aspx?EventID=405675
Minority Hearings,"November 16, 2021",Rebuilding Coast Guard Infrastructure to Sustain and Enhance Mission Capability,https://republicans-transportation.house.gov/calendar/EventSingle.aspx?EventID=405674
Majority Press Releases,"November 16, 2021",Chair Carbajal Statement from Hearing on the U.S. Coast Guard’s Shoreside Infrastructure Backlog,https://transportation.house.gov/news/press-releases/chair-carbajal-statement-from-hearing-on-the-us-coast-guards-shoreside-infrastructure-backlog
Majority Press Releases,"November 15, 2021",Chair DeFazio Statement on President Biden Signing the Infrastructure Investment and Jobs Act into Law,https://transportation.house.gov/news/press-releases/chair-defazio-statement-on-president-biden-signing-the-infrastructure-investment-and-jobs-act-into-law
Majority Press Releases,"November 15, 2021",Chair DeFazio Announces Hearing to Examine North American Supply Chain Challenges,https://transportation.house.gov/news/press-releases/chair-defazio-announces-hearing-to-examine-north-american-supply-chain-challenges
Majority Press Releases,"November 12, 2021","Chairs DeFazio, Carbajal Announce Hearing on the U.S. Coast Guard’s Shoreside Infrastructure Backlog",https://transportation.house.gov/news/press-releases/chairs-defazio-carbajal-announce-hearing-on-the-us-coast-guards-shoreside-infrastructure-backlog
