category,date,title,url
Hearings,03/16/2022,"Hearing on ""5G and Beyond: Exploring the Next Wireless Frontier""",https://energycommerce.house.gov/committee-activity/hearings/hearing-on-5g-and-beyond-exploring-the-next-wireless-frontier
Hearings,03/09/2022,"RESCHEDULED: Hearing on ""Changing Times: Revisiting Spring Forward, Fall Back""",https://energycommerce.house.gov/committee-activity/hearings/rescheduled-hearing-on-changing-times-revisiting-spring-forward-fall
Hearings,03/08/2022,"Hearing on ""Charging Forward: Securing American Manufacturing and Our EV Future""",https://energycommerce.house.gov/committee-activity/hearings/hearing-on-charging-forward-securing-american-manufacturing-and-our-ev
Press Release,"Mar 09, 2022",E&C Announces Hearing on America’s Wireless Future Frontier,https://energycommerce.house.gov/newsroom/press-releases/ec-announces-hearing-on-america-s-wireless-future-frontier
Press Release,"Mar 09, 2022",Pallone Applauds Biden Administration’s Reinstatement of California’s Clean Cars Waiver,https://energycommerce.house.gov/newsroom/press-releases/pallone-applauds-biden-administration-s-reinstatement-of-california-s-clean
Press Release,"Mar 09, 2022",	Pallone Opening Remarks at Hearing on Daylight Saving Time,https://energycommerce.house.gov/newsroom/press-releases/pallone-opening-remarks-at-hearing-on-daylight-saving-time
Press Release,"Mar 09, 2022",Pallone Applauds Inclusion of Provision to Close Synthetic Nicotine Loophole in Omnibus,https://energycommerce.house.gov/newsroom/press-releases/pallone-applauds-inclusion-of-provision-to-close-synthetic-nicotine-loophole
Press Release,"Mar 09, 2022",Pallone & Schakowsky Celebrate Consumer Protection Wins in Omnibus,https://energycommerce.house.gov/newsroom/press-releases/pallone-schakowsky-celebrate-consumer-protection-wins-in-omnibus
Press Release,"Mar 09, 2022",Pallone & Eshoo Applaud Passage of Key Health Care Provisions in the Omnibus,https://energycommerce.house.gov/newsroom/press-releases/pallone-eshoo-applaud-passage-of-key-health-care-provisions-in-the-omnibus
Press Release,"Mar 08, 2022",Pallone Opening Remarks at Hearing on Deploying Electric Vehicle Infrastructure Nationwide,https://energycommerce.house.gov/newsroom/press-releases/pallone-opening-remarks-at-hearing-on-deploying-electric-vehicle
Press Release,"Mar 08, 2022",E&C Announces FCC Oversight Hearing for March 31st,https://energycommerce.house.gov/newsroom/press-releases/ec-announces-fcc-oversight-hearing-for-march-31st
Press Release,"Mar 08, 2022",Bipartisan E&C Leaders Request Information from SAMHSA on Rising Mental Health Conditions Amid COVID-19,https://energycommerce.house.gov/newsroom/press-releases/bipartisan-ec-leaders-request-information-from-samhsa-on-rising-mental
Press Release,"Mar 07, 2022",Pallone Introduces Bill to Improve FDA’s Accelerated Approval Program ,https://energycommerce.house.gov/newsroom/press-releases/pallone-introduces-bill-to-improve-fda-s-accelerated-approval-program
