category,date,title,url,summary
Majority Press Releases,"November 05, 2021",Chair DeFazio Statement on House Passage of The Infrastructure Investment and Jobs Act,https://transportation.house.gov/news/press-releases/chair-defazio-statement-on-house-passage-of-the-infrastructure-investment-and-jobs-act,"WASHINGTON, DC - Today, Chair of the House Committee on Transportation and Infrastructure Peter DeFazio (D-OR) issued the following statement after the House of Representatives passed the Infrastructure Investment and Jobs Act. ""Today, House Democrats are building back better for the American people. The long-overdue investments in our nation's infrastructure included in the bipartisan Infrastructure Investment and Jobs Act will grow the economy, strengthen our global competitiveness, create … "
Majority Hearings,Nov 09 2021,,https://transportation.house.gov/committee-activity/hearings/does-discrimination-exist-in-federal-passenger-rail-contracting,
Majority Hearings,Nov 04 2021,,https://transportation.house.gov/committee-activity/hearings/the-evolving-cybersecurity-landscape-industry-perspectives-on-securing-the-nations-infrastructure,
Minority Press Releases,"November 9, 2021",Ranking Member Crawford Statement from Hearing to Examine Whether Discrimination Exists in Federal Passenger Rail Contracting ,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405670,
Minority Press Releases,"November 8, 2021",Ranking Members Sam Graves & Garret Graves Ask Administration for Plans to Handle Vaccine Mandate Disruptions to Aviation System,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405669,
Minority Press Releases,"November 4, 2021",Crawford Statement from Hearing to Examine U.S. Infrastructure Cybersecurity Issues,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405659,
Minority Press Releases,"November 4, 2021",Graves Statement on President’s Move to Double Down on Vaccine Mandate Despite Warnings from Supply Chain,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405660,
Minority Press Releases,"November 3, 2021",Biden Needs to “Step Up” on the Supply Chain Crisis,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405657,
Majority Press Releases,"November 05, 2021","Chairs DeFazio, Payne, Jr. Announce Hearing to Examine if Discrimination Exists in Federal Passenger Rail Contracting",https://transportation.house.gov/news/press-releases/chairs-defazio-payne-jr-announce-hearing-to-examine-if-discrimination-exists-in-federal-passenger-rail-contracting,"Washington, DC - Today, Chair of the House Committee on Transportation and Infrastructure Peter DeFazio (D-OR) and Chair of the Subcommittee on Railroads, Pipelines, and Hazardous Materials Donald M. Payne, Jr. (D-NJ) announced the subcommittee will hold a hearing titled, ""Does Discrimination Exist in Federal Passenger Rail Contracting?""More information about the hearing, including witness testimony and a livestream, can be found here once available.HEARING DETAILSThe Subcommittee on … "
Majority Press Releases,"November 04, 2021",House of Representatives Clears Transportation and Infrastructure Bills Advanced by Committee with Bipartisan Support,https://transportation.house.gov/news/press-releases/house-of-representatives-clears-transportation-and-infrastructure-bills-advanced-by-committee-with-bipartisan-support,"Washington, DC - Today, the House of Representatives passed eight bills that the Committee on Transportation and Infrastructure approved on a bipartisan basis earlier this year.""I applaud the House for passing eight bills today that were approved by our committee on a bipartisan basis,"" said Transportation and Infrastructure Committee Chair Peter DeFazio (D-OR). ""In particular, I'm pleased to see the House pass my bill to name the U.S. Department of Transportation's headquarters in … "
Majority Press Releases,"November 04, 2021",Chair DeFazio Statement from First Committee Hearing on Protecting the Nation’s Infrastructure Amid an Evolving Cybersecurity Landscape,https://transportation.house.gov/news/press-releases/chair-defazio-statement-from-first-committee-hearing-on-protecting-the-nations-infrastructure-amid-an-evolving-cybersecurity-landscape,"Washington, D.C. - The following are opening remarks, as prepared for delivery, from Chair of the House Committee on Transportation and Infrastructure Peter DeFazio (D-OR) during today's hearing titled, ""The Evolving Cybersecurity Landscape: Industry Perspectives on Securing the Nation's Infrastructure.""Video of DeFazio's opening statement is here.More information on the hearing can be found here.Chair DeFazio:Today we will hear about the challenges and gaps in protecting our nation's … "
Majority Press Releases,"November 03, 2021",Chairs DeFazio and Payne Applaud Final Rule to Expand Federal Oversight of Nation’s Natural Gas Gathering Pipelines,https://transportation.house.gov/news/press-releases/chairs-defazio-and-payne-applaud-final-rule-to-expand-federal-oversight-of-nations-natural-gas-gathering-pipelines,"WASHINGTON, D.C.-Today, Chair of the House Committee on Transportation and Infrastructure Peter DeFazio (D-OR) and Chair of the Subcommittee on Railroads, Pipelines, and Hazardous Materials Donald M. Payne, Jr. (D-NJ) issued the following statements in response to the U.S. Department of Transportation Pipeline and Hazardous Materials Safety Administration's (PHMSA) release of a final rule establishing safety measures for onshore natural gas gathering pipelines:""Yesterday's final rule makes a … "
Minority Hearings,"November 9, 2021",Does Discrimination Exist in Federal Passenger Rail Contracting?,https://republicans-transportation.house.gov/calendar/EventSingle.aspx?EventID=405661,
Minority Hearings,"November 4, 2021",The Evolving Cybersecurity Landscape: Industry Perspectives on Securing the Nation's Infrastructure,https://republicans-transportation.house.gov/calendar/EventSingle.aspx?EventID=405648,
