category,date,title,url,summary
Markups,"July 28, 2021",Full Committee Markup,https://financialservices.house.gov/calendar/EventSingle.aspx?EventID=408113,Full Committee
Hearings,"July 27, 2021",NAHASDA Reauthorization: Addressing Historic Disinvestment and the Ongoing Plight of the Freedmen in Native American Communities,https://financialservices.house.gov/calendar/EventSingle.aspx?EventID=408112,"Subcommittee on Housing, Community Development and Insurance"
Hearings,"July 27, 2021",The Promises and Perils of Central Bank Digital Currencies,https://financialservices.house.gov/calendar/EventSingle.aspx?EventID=408111,"Subcommittee on National Security, International Development and Monetary Policy"
Hearings,"July 21, 2021",Bond Rating Agencies: Examining the “Nationally Recognized” Statistical Rating Organizations,https://financialservices.house.gov/calendar/EventSingle.aspx?EventID=408110,"Subcommittee on Investor Protection, Entrepreneurship and Capital Markets"
Press Release,"July 21, 2021",Waters on Bond Rating Agencies: Investors Need Objective and Reliable Ratings More Than Ever,https://financialservices.house.gov/news/documentsingle.aspx?DocumentID=408206,"Today, Congresswoman Maxine Waters (D-CA), Chairwoman of the House Committee on Financial Services, gave the following statement at a Subcommittee on Investor Protection, Entrepreneurship and Capital Markets hybrid hearing entitled, “Bond Rating Agencies: Examining the “Nationally Recognized” Statistical Rating Organizations.” Thank you, Mr. Sherman. In the lead up to the 2008 financial crisis, th... "
Press Release,"July 21, 2021",Waters on Expanding Access to the Financial System: Having Access to a Bank Account Is Fundamental to Financial Security,https://financialservices.house.gov/news/documentsingle.aspx?DocumentID=408205,"Today, Congresswoman Maxine Waters (D-CA), Chairwoman of the House Committee on Financial Services, gave the following statement at a Subcommittee on Consumer Protection and Financial Institutions hybrid hearing entitled, “Banking the Unbanked: Exploring Private and Public Efforts to Expand Access to the Financial System.” Thank you, Chair Perlmutter. I am pleased that this hearing focuses on acce... "
Hearings,"July 21, 2021",Banking the Unbanked: Exploring Private and Public Efforts to Expand Access to the Financial System,https://financialservices.house.gov/calendar/EventSingle.aspx?EventID=408109,Subcommittee on Consumer Protection and Financial Institutions
Hearings,"July 20, 2021","Building Back A Better, More Equitable Housing Infrastructure for America: Oversight of the Department of Housing and Urban Development",https://financialservices.house.gov/calendar/EventSingle.aspx?EventID=408108,Full Committee
Hearings,"July 16, 2021",Virtual Hearing - I Am Who I Say I Am: Verifying Identity while Preserving Privacy in the Digital Age,https://financialservices.house.gov/calendar/EventSingle.aspx?EventID=408107,Task Force on Artificial Intelligence
Hearings,"July 15, 2021","Virtual Hearing - CDBG Disaster Recovery: States, Cities, and Denials of Funding",https://financialservices.house.gov/calendar/EventSingle.aspx?EventID=408106,Subcommittee on Oversight and Investigations
Press Release,"July 20, 2021",Waters Commends FHFA Reversal of Unnecessary Trump-Era Refinance Penalty on Homeowners,https://financialservices.house.gov/news/documentsingle.aspx?DocumentID=408202,"Today, Congresswoman Maxine Waters (D-CA), Chairwoman of the House Committee on Financial Services, released the following statement on the FHFA reversal of Trump-Era refinance penalty on homeowners. “I commend Federal Housing Finance Agency (FHFA) Acting Director Thompson for her prompt and steadfast leadership in reversing the adverse market fee on July 16th, which is estimated to save homeowner... "
Press Release,"July 20, 2021","Waters at Hearing on Oversight of HUD: Key to Building Back Better, and More Equitably, Is Understanding That Housing Is Infrastructure",https://financialservices.house.gov/news/documentsingle.aspx?DocumentID=408193,"Today, Congresswoman Maxine Waters (D-CA), Chairwoman of the House Committee on Financial Services, gave the following statement at a full Committee hybrid hearing entitled, “Building Back A Better, More Equitable Housing Infrastructure for America: Oversight of the Department of Housing and Urban Development.” First of all, a happy good morning, Secretary Fudge. I am so delighted to have you with... "
Press Release,"July 15, 2021",Waters Announces Introduction of Groundbreaking Legislative Housing Package,https://financialservices.house.gov/news/documentsingle.aspx?DocumentID=408154,"Today, Congresswoman Maxine Waters (D-CA), Chairwoman of the House Committee on Financial Services, released the following statement on her legislative housing package. “Our nation is in the midst of a housing crisis, which has been decades in the making. Due to a consistent lack of investment in affordable housing under Democratic and Republican administrations, we now find ourselves at a crossro... "
Press Release,"July 15, 2021",Waters Opening Statement at Hearing on Community Development Funding and Disaster Recovery,https://financialservices.house.gov/news/documentsingle.aspx?DocumentID=408145,"Today, Congresswoman Maxine Waters (D-CA), Chairwoman of the House Committee on Financial Services, gave the following statement at a Subcommittee on Oversight and Investigations virtual hearing entitled, “CDBG Disaster Recovery: States, Cities, and Denials of Funding.” Thank you so very much, Chair Green. The disaster mitigation funding Congress has appropriated to Texas since 2018 was meant to f... "
Press Release,"July 15, 2021","Waters Applauds President Biden’s Executive Order to Examine Bank Merger Practices, Urges Federal Reserve to Strengthen Merger Reviews",https://financialservices.house.gov/news/documentsingle.aspx?DocumentID=408140,"Today, Congresswoman Maxine Waters (D-CA), Chairwoman of the House Committee on Financial Services, released the following statement on President Biden’s recent executive order encouraging the Department of Justice and prudential regulators to examine bank merger practices. “I am very pleased that President Biden took the important step of encouraging the Department of Justice and relevant regulat... "
