category,date,title,url,description
Markups,"May 11, 2022","Markup of 6 Bills, Subcommittee on Health",https://republicans-energycommerce.house.gov/markups/markup-of-6-bills-subcommittee-on-health/,https://youtu.be/LzhekHyKBGo
Hearings,"May 17, 2022",The Fiscal Year 2023 EPA Budget,https://republicans-energycommerce.house.gov/hearings/the-fiscal-year-2023-epa-budget/,https://youtu.be/4KTI-KEgChw
Hearings,"May 12, 2022",Modernizing Hydropower: Licensing and Reforms for a Clean Energy Future,https://republicans-energycommerce.house.gov/hearings/modernizing-hydropower-licensing-and-reforms-for-a-clean-energy-future/,https://youtu.be/yvb15w-wDCU
Press Releases,05.12.2022,"McMorris Rodgers, Wicker Raise Concern Over Secretary Raimondo’s Statement on BEAD Program",https://republicans-energycommerce.house.gov/news/press-release/mcmorris-rodgers-wicker-raise-concern-over-secretary-raimondos-statement-on-bead-program/,"Washington, D.C. – House Energy and Commerce Committee Republican Leader Cathy McMorris Rodgers (R-WA) and U.S. Senator Roger Wicker (R-MS), ranking member of the Senate Committee on Commerce, Science, and Transportation, today sent a letter to Department of Commerce Secretary Gina Raimondo regarding her concerning statement that areas already committed to receive federal broadband funding could be eligible for additional funds during yesterday’s Senate Appropriations Committee hearing. "
Press Releases,05.12.2022,House Republicans Demand Answers from Biden Administration on Baby Formula Crisis,https://republicans-energycommerce.house.gov/news/house-republicans-demand-answers-from-biden-administration-on-baby-formula-crisis/,"Washington, D.C. — House Energy and Commerce Committee Republican Leader Cathy McMorris Rodgers (R-WA) and 106 of..."
Press Releases,05.12.2022,E&C Republican Leaders Ask Big Tech How They Will Handle Biden’s ‘Ministry of Truth’ Attempts to Censor Americans,https://republicans-energycommerce.house.gov/news/press-release/ec-republican-leaders-ask-big-tech-how-they-will-handle-bidens-ministry-of-truth-attempts-to-censor-americans/,"Washington, D.C. — House Energy and Commerce Committee Republican Leader Cathy McMorris Rodgers (R-WA), Communications and Technology Subcommittee Republican Leader Bob Latta (R-OH), and Consumer Protection and Commerce Subcommittee Republican Leader Gus Bilirakis (R-FL) asked Big Tech companies how they will handle the Biden administration’s latest efforts to censor Americans using the newly established Disinformation Governance Board.  "
Press Releases,05.12.2022,Leader Rodgers Statement on Biden Administration Blocking American Energy Again With Cancelation of American Oil Leases,https://republicans-energycommerce.house.gov/news/leader-rodgers-statement-on-biden-administration-blocking-american-energy-again-with-cancelation-of-american-oil-leases/,"Washington, D.C. — House Energy and Commerce Committee Republican Leader Cathy McMorris Rodgers (R-WA) released the following statement on the Biden administration canceling oil leases in Alaska and the Gulf of Mexico."
Press Releases,05.12.2022,Energy Subcommittee Leader Upton Opening Remarks on Hydropower Licensing and Regulations,https://republicans-energycommerce.house.gov/news/energy-subcommittee-leader-upton-opening-remarks-on-hydropower-licensing-and-regulations/,"Washington, D.C. — Energy Subcommittee Republican Leader Fred Upton (R-MI) delivered opening remarks at today’s Energy Subcommittee hearing on hydropower."
Press Releases,05.12.2022,Leader Rodgers Calls for Hydropower to Be Properly Utilized,https://republicans-energycommerce.house.gov/news/leader-rodgers-calls-for-hydropower-to-be-properly-utilized/,"Washington, D.C. — Energy and Commerce Committee Republican Leader Cathy McMorris Rodgers (R-WA) delivered remarks in today’s Energy Subcommittee hearing on hydropower."
Press Releases,05.11.2022,Guthrie Opening Statement on Health Subcommittee Markup of Mental Health and Medical Innovation Solutions,https://republicans-energycommerce.house.gov/news/guthrie-opening-statement-on-health-subcommittee-markup-of-mental-health-and-medical-innovation-solutions/,"Washington, D.C. — Energy and Commerce Health Subcommittee Republican Leader Brett Guthrie (R-KY) delivered remarks at today’s Health Subcommittee markup of six bills, including the H.R. 7667, the “Food and Drug Amendments of 2022, and H.R. 7666, the “Restoring Hope for Mental Health and Well-Being Act of 2022.” "
Press Releases,05.11.2022,Leader Rodgers Opening Statement on Health Subcommittee Markup of Mental Health and Medical Innovation Solutions,https://republicans-energycommerce.house.gov/news/leader-rodgers-opening-statement-on-health-subcommittee-markup-of-mental-health-and-medical-innovation-solutions/,"Washington, D.C. — House Energy and Commerce Committee Republican Leader Cathy McMorris Rodgers (R-WA) delivered remarks at today’s Health Subcommittee markup of six bills, including the H.R. 7667, the “Food and Drug Amendments of 2022, and H.R. 7666, the “Restoring Hope for Mental Health and Well-Being Act of 2022.”"
